prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Panda Express Inc.,Full-Service Restaurants,10950 Stadium Pkwy,Kansas City,Wyandotte,KS,66111
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Panda Express Inc.,Full-Service Restaurants,11787 E Kellogg Dr,Wichita,Sedgwick,KS,67207
13922,In-Range,1160,Full-Service Restaurants,KS,27600,33920,Panda Express Inc.,Full-Service Restaurants,11990 S Strang Line Rd,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,27600,33920,Panda Express Inc.,Full-Service Restaurants,12210 W 95th St,Lenexa,Johnson,KS,66215
13922,In-Range,1160,Full-Service Restaurants,KS,27600,33920,Panda Express Inc.,Full-Service Restaurants,1528 E 17th Ave,Hutchinson,Reno,KS,67501
13922,In-Range,1160,Full-Service Restaurants,KS,25496,54272,Panda Kitchen,Full-Service Restaurants,217 S Meridian Ave,Valley Center,Sedgwick,KS,67147
13922,In-Range,1160,Full-Service Restaurants,KS,11303,30528,Panda Kitchen,Full-Service Restaurants,427 SE 10th St,Newton,Harvey,KS,67114
13922,In-Range,1160,Full-Service Restaurants,KS,8345,37312,Panda Palace Chinese Restaurant,Full-Service Restaurants,1111 N Washington St,Junction City,Geary,KS,66441
60617,High,5051,Limited-Service Restaurants,KS,2879,2879,Pandora Rolled Ice Cream,Limited-Service Restaurants,1125 Laramie St Ste G,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,19320,23744,Panera Bread,Full-Service Restaurants,2375 S 9th St,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,130040,130040,Panera Bread Company,Full-Service Restaurants,8300 Mission Rd,Leawood,Johnson,KS,66206
13922,In-Range,1160,Full-Service Restaurants,KS,16573,16573,Paolucci Restaurant and Lounge Inc,Full-Service Restaurants,115 S 3rd St,Atchison,Atchison,KS,66002
60617,High,5051,Limited-Service Restaurants,KS,32856,32856,Papa John's,Limited-Service Restaurants,1010 Wyatt Earp Blvd,Dodge City,Ford,KS,67801
60617,High,5051,Limited-Service Restaurants,KS,42727,42727,Papa John's,Limited-Service Restaurants,13505 S Mur Len Rd,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,30796,30796,Papa John's,Limited-Service Restaurants,1519 S Broadway St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,28886,28886,Papa John's,Limited-Service Restaurants,1700 N Main St,Newton,Harvey,KS,67114
60617,High,5051,Limited-Service Restaurants,KS,24577,48000,Papa John's,Limited-Service Restaurants,22358 W 66th St,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,20716,39000,Papa John's,Limited-Service Restaurants,3236 N Rock Rd Ste 120,Wichita,Sedgwick,KS,67226
60617,In-Range,5051,Limited-Service Restaurants,KS,9381,69000,Papa John's,Limited-Service Restaurants,4637 Shawnee Dr,Kansas City,Wyandotte,KS,66106
60617,In-Range,5051,Limited-Service Restaurants,KS,52374,63000,Papa John's International Inc.,Limited-Service Restaurants,1738 S 4th St,Leavenworth,Leavenworth,KS,66048
60617,High,5051,Limited-Service Restaurants,KS,3181,15000,Papa Johns Pizza,Limited-Service Restaurants,1003 E 37th St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,42727,42727,Papa Johns Pizza,Limited-Service Restaurants,101 S Parker St,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,9233,9233,Papa John's Pizza,Limited-Service Restaurants,2808 W US Highway 50,Emporia,Lyon,KS,66801
60617,In-Range,5051,Limited-Service Restaurants,KS,9381,69000,Papa John's Pizza Store 1859,Limited-Service Restaurants,4637 Shawnee Dr,Kansas City,Wyandotte,KS,66106
60617,High,5051,Limited-Service Restaurants,KS,5499,36000,Papa Murphy's,Limited-Service Restaurants,2712 S Seneca St,Wichita,Sedgwick,KS,67217
60617,High,5051,Limited-Service Restaurants,KS,5112,5112,Papa Murphy's,Limited-Service Restaurants,3400 S 4th St,Leavenworth,Leavenworth,KS,66048
60617,High,5051,Limited-Service Restaurants,KS,6424,6424,Papa Murphy's,Limited-Service Restaurants,4813 E Central Ave,Wichita,Sedgwick,KS,67208
60617,High,5051,Limited-Service Restaurants,KS,41540,41540,Papa Murphy's,Limited-Service Restaurants,608 Tulip Dr Ste B,Bonner Springs,Wyandotte,KS,66012
60617,High,5051,Limited-Service Restaurants,KS,4967,4967,Papa Murphy's,Limited-Service Restaurants,934 W 6th St,Junction City,Geary,KS,66441
60617,High,5051,Limited-Service Restaurants,KS,5996,27000,Papa Murphy's Pizza,Limited-Service Restaurants,13303 W Maple St Ste 127,Wichita,Sedgwick,KS,67235
60617,High,5051,Limited-Service Restaurants,KS,6492,36000,Papa Murphys Take N Bake,Limited-Service Restaurants,16563 W 151st St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,9508,9508,Papa Murphy's Take N Bake,Limited-Service Restaurants,13473 Switzer Rd Unit G,Overland Park,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,11196,45000,Papa Murphys Take N Bake Pizza,Limited-Service Restaurants,1035 SW Gage Blvd Ste 100,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,5426,36000,Papa Murphys Take N Bake Pizza,Limited-Service Restaurants,6636 Monticello Rd,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,14285,14285,Papa Murphy's Take N Bake Pizza,Limited-Service Restaurants,2607 Central Ave,Dodge City,Ford,KS,67801
60617,High,5051,Limited-Service Restaurants,KS,22293,22293,Papa Murphy's Take 'n' Bake Pizza,Limited-Service Restaurants,12272 Shwnee Mission Pkwy,Shawnee,Johnson,KS,66216
13922,High,1160,Full-Service Restaurants,KS,3096,3096,Papa Nana LLC,Full-Service Restaurants,1933 Carmel Dr,Lawrence,Douglas,KS,66047
60617,High,5051,Limited-Service Restaurants,KS,3960,9000,Papa T'S,Limited-Service Restaurants,510 NW 2nd St APT 302,Abilene,Dickinson,KS,67410
60617,High,5051,Limited-Service Restaurants,KS,6246,36000,Papa's Partners LLC,Limited-Service Restaurants,7630 State Ave,Kansas City,Wyandotte,KS,66112
13922,In-Range,1160,Full-Service Restaurants,KS,5495,33920,Paradise Diner Pbj,Full-Service Restaurants,5501 W 135th St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,2192,2192,Paradise Donuts Coffeehouse,Limited-Service Restaurants,10607 W Maple St,Wichita,Sedgwick,KS,67209
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Paraiso Mexican Restaurant,Full-Service Restaurants,115 W Front St,Minneola,Clark,KS,67865
60617,High,5051,Limited-Service Restaurants,KS,27090,51000,Park Grounds Coffeehouse LLC,Limited-Service Restaurants,401 E Madison Ave,Derby,Sedgwick,KS,67037
2921,In-Range,243,Caterers,KS,757,3392,PARK HALL EVENT & MEETING CENTER,Caterers,713 Osage Ave,Kansas City,Wyandotte,KS,66105
13922,In-Range,1160,Full-Service Restaurants,KS,53874,98368,Park Overland Kansas,Full-Service Restaurants,10100 College Blvd,Shawnee Mission,Johnson,KS,66210
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Parker & Parker Restaurants LLC,Full-Service Restaurants,406 N Colorado Ave Unit B,Colwich,Sedgwick,KS,67030
60617,High,5051,Limited-Service Restaurants,KS,24150,39000,Parkside Coffeehouse,Limited-Service Restaurants,8839 Lackman Rd,Lenexa,Johnson,KS,66219
13922,In-Range,1160,Full-Service Restaurants,KS,19122,44096,Parsnipity Cafe,Full-Service Restaurants,830 N Denmark Ave,Wichita,Sedgwick,KS,67212
13922,In-Range,1160,Full-Service Restaurants,KS,21783,169600,Pasta Jay's,Full-Service Restaurants,4310 Vine St,Hays,Ellis,KS,67601
13922,In-Range,1160,Full-Service Restaurants,KS,10112,33920,Pat Place,Full-Service Restaurants,2245 W 133rd St,Carbondale,Osage,KS,66414
13922,In-Range,1160,Full-Service Restaurants,KS,6985,30528,PB&j Robin LLC,Full-Service Restaurants,10220 W 87th St,Overland Park,Johnson,KS,66212
60637,In-Range,5053,Limited-Service Restaurants,KS,603548,726000,PB&j Robin LLC,Limited-Service Restaurants,9990 E 13th St N,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,41299,152640,PB&j Wichita LLC,Full-Service Restaurants,1900 N Rock Rd,Wichita,Sedgwick,KS,67206
60617,In-Range,5051,Limited-Service Restaurants,KS,15059,300000,Peach Wave Self Serve Frozen Yogurt,Limited-Service Restaurants,10096 E 13th St N Ste 100,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,11490,24000,Peachwave,Limited-Service Restaurants,1033 N Kansas Ave,Liberal,Seward,KS,67901
60617,High,5051,Limited-Service Restaurants,KS,6730,27000,Peachwave,Limited-Service Restaurants,1110 N Campus Dr Ste B,Garden City,Finney,KS,67846
13922,In-Range,1160,Full-Service Restaurants,KS,4468,20352,Pearl Asian,Full-Service Restaurants,18138 W 119th St,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,21197,47488,Pearl Oriental,Full-Service Restaurants,2025 SW Urish Rd Ste 107,Topeka,Shawnee,KS,66615
13922,In-Range,1160,Full-Service Restaurants,KS,2786,20352,Pearson Avenue Cafe,Full-Service Restaurants,414 Pearson Ave,Waverly,Coffey,KS,66871
13922,In-Range,1160,Full-Service Restaurants,KS,22293,40704,Pegahs Family Restaurant,Full-Service Restaurants,5354 Roberts St,Shawnee,Johnson,KS,66226
13922,In-Range,1160,Full-Service Restaurants,KS,33439,61056,Pegah's Lenexa,Full-Service Restaurants,12122 W 87th Street Pkwy,Lenexa,Johnson,KS,66215
13922,In-Range,1160,Full-Service Restaurants,KS,4061,27136,Pei WEI Asian Diner LLC,Full-Service Restaurants,2441 N Maize Rd,Wichita,Sedgwick,KS,67205
60617,High,5051,Limited-Service Restaurants,KS,8030,37312,Pekarna LLC,Limited-Service Restaurants,17 N Main St,Caldwell,Sumner,KS,67022
13922,High,1160,Full-Service Restaurants,KS,8289,8289,Peking Express Inc,Full-Service Restaurants,728 E 12th Ave,Emporia,Lyon,KS,66801
13922,In-Range,1160,Full-Service Restaurants,KS,18577,33920,Pellet Envy LLC,Full-Service Restaurants,2808 W 120th Ter,Shawnee Mission,Johnson,KS,66209
60617,High,5051,Limited-Service Restaurants,KS,8829,42000,Penn Station East Coast Subs,Limited-Service Restaurants,8667 W 135th St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,27434,36661,Pennant Coffee Roasters LLC,Limited-Service Restaurants,120 N Main St,McPherson,McPherson,KS,67460
60617,High,5051,Limited-Service Restaurants,KS,6081,6081,Penny Droppers Saloon & Grill LLC,Limited-Service Restaurants,11121 Johnson Dr,Shawnee,Johnson,KS,66203
60617,High,5051,Limited-Service Restaurants,KS,16173,27000,Penny's,Limited-Service Restaurants,409 New York Ave,Holton,Jackson,KS,66436
60617,High,5051,Limited-Service Restaurants,KS,3167,21000,Pepperjax,Limited-Service Restaurants,1703 Vlg West Pkwy # 112,Kansas City,Wyandotte,KS,66111
60617,High,5051,Limited-Service Restaurants,KS,12470,15000,Pepperjax,Limited-Service Restaurants,2121 SW Wanamaker Rd,Topeka,Shawnee,KS,66614
13922,In-Range,1160,Full-Service Restaurants,KS,20716,44096,Pepperjax Grill,Full-Service Restaurants,3130 N Rock Rd,Wichita,Sedgwick,KS,67226
13922,In-Range,1160,Full-Service Restaurants,KS,25780,25780,Peppers Inc.,Full-Service Restaurants,2300 N Main St,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,8250,23744,Perfect Pair Inc,Full-Service Restaurants,8219 Corinth Mall,Prairie Village,Johnson,KS,66208
60617,High,5051,Limited-Service Restaurants,KS,15757,33000,Perk Coffee Shoppe,Limited-Service Restaurants,1216 Main St,Great Bend,Barton,KS,67530
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Perkins Restaurant and Bakery,Full-Service Restaurants,12604 Ensley Ln,Leawood,Johnson,KS,66209
60617,High,5051,Limited-Service Restaurants,KS,16719,27000,Perk's Place,Limited-Service Restaurants,15934 S Mur Len Rd,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,24600,54272,Perky's Cafe,Full-Service Restaurants,15510 State Ave,Basehor,Leavenworth,KS,66007
2921,In-Range,243,Caterers,KS,9561,20352,Permier Catering,Caterers,225 W Douglas Ave,Wichita,Sedgwick,KS,67202
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Personal Chef 4 Hire,Full-Service Restaurants,2609 Belle Crest Dr,Lawrence,Douglas,KS,66046
13922,In-Range,1160,Full-Service Restaurants,KS,10240,27136,Pete's Back Alley Bbq LLC,Full-Service Restaurants,321 N 3rd St,Sterling,Rice,KS,67579
13922,In-Range,1160,Full-Service Restaurants,KS,33000,101760,Petroleum Club of Wichita Inc,Full-Service Restaurants,100 N Broadway Ave # 900,Wichita,Sedgwick,KS,67202
60617,High,5051,Limited-Service Restaurants,KS,7285,27000,Pfon'z LLC,Limited-Service Restaurants,402 S State St,Norton,Norton,KS,67654
13922,High,1160,Full-Service Restaurants,KS,4495,4495,Pho Cuong LLC,Full-Service Restaurants,6605 E 37th St N Stop 100,Wichita,Sedgwick,KS,67226
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Pho H&M Restaurant LLC,Full-Service Restaurants,412 N Lancaster CT,Wichita,Sedgwick,KS,67230
13922,High,1160,Full-Service Restaurants,KS,8153,8153,Pho Hien Noodle Soup Co Inc,Full-Service Restaurants,1750 N Broadway Ave # 500,Wichita,Sedgwick,KS,67214
13922,In-Range,1160,Full-Service Restaurants,KS,22309,47488,Pho Mc LLC,Full-Service Restaurants,1675 S Rock Rd,Wichita,Sedgwick,KS,67207
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Pho No. 1,Full-Service Restaurants,4875 E Pawnee Ave,Wichita,Sedgwick,KS,67218
13922,In-Range,1160,Full-Service Restaurants,KS,23903,50880,Pho Ong 8 LLC,Full-Service Restaurants,4857 E Harry St,Wichita,Sedgwick,KS,67218
13922,In-Range,1160,Full-Service Restaurants,KS,16719,30528,Pho SAI Gon,Full-Service Restaurants,14861 Metcalf Ave,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,7589,30528,Pho Vietnam,Full-Service Restaurants,8602 W 133rd St,Overland Park,Johnson,KS,66213
13922,High,1160,Full-Service Restaurants,KS,2051,2051,Phunco LLC,Full-Service Restaurants,2424 N Woodlawn Blvd # 129,Wichita,Sedgwick,KS,67220
60617,High,5051,Limited-Service Restaurants,KS,3167,24000,Picasso's East,Limited-Service Restaurants,5900 E Central Ave,Wichita,Sedgwick,KS,67208
60617,In-Range,5051,Limited-Service Restaurants,KS,43025,81000,Picasso's Pizzeria Inc.,Limited-Service Restaurants,621 W Douglas Ave,Wichita,Sedgwick,KS,67213
13922,In-Range,1160,Full-Service Restaurants,KS,33000,74624,Pichler's Chicken Annies Inc,Full-Service Restaurants,1271 S 220th St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,2667,2667,Pickled Pete's Bar & Grill,Limited-Service Restaurants,303 E McKay St,Frontenac,Crawford,KS,66763
13922,In-Range,1160,Full-Service Restaurants,KS,14862,14862,Pickleman's Gourmet Cafe,Full-Service Restaurants,7224 W 135th St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,19080,60000,Pickleman's Gourmet Cafe,Limited-Service Restaurants,818 Massachusetts St,Lawrence,Douglas,KS,66044
60617,High,5051,Limited-Service Restaurants,KS,4767,27000,Pie 5,Limited-Service Restaurants,901 S George Wash Blvd,Wichita,Sedgwick,KS,67211
60617,High,5051,Limited-Service Restaurants,KS,24202,48000,Pie 5 Pizza,Limited-Service Restaurants,1110 Fleming St,Garden City,Finney,KS,67846
60617,High,5051,Limited-Service Restaurants,KS,11146,18000,Pie Five Pizza,Limited-Service Restaurants,13366 Metcalf Ave,Overland Park,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,6183,27000,Pie Five Pizza,Limited-Service Restaurants,2500 Iowa St Stop 1,Lawrence,Douglas,KS,66046
60617,High,5051,Limited-Service Restaurants,KS,7003,27000,Pie Five Pizza,Limited-Service Restaurants,6809 Johnson Dr,Shawnee Mission,Johnson,KS,66202
60617,High,5051,Limited-Service Restaurants,KS,7882,33000,Pie Five Pizza Co,Limited-Service Restaurants,12154 W 95th St,Lenexa,Johnson,KS,66215
60617,High,5051,Limited-Service Restaurants,KS,22446,27000,Pie Five Pizza Company,Limited-Service Restaurants,1129 SW Wanamaker Rd A,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,20435,33000,Pie Five Pizza Company,Limited-Service Restaurants,11725 Roe Ave,Leawood,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,15973,37312,Piece of The Pie,Full-Service Restaurants,933 Sunrise Dr,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,16994,30528,Pieinsky LLC,Full-Service Restaurants,8218 Parallel Pkwy,Kansas City,Wyandotte,KS,66112
13922,In-Range,1160,Full-Service Restaurants,KS,8876,40704,Pig & Finch Oma LLC,Full-Service Restaurants,5251 W 116th Pl Ste 200,Leawood,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,44585,81408,Pig & Finchs Gastropub Restaurant,Full-Service Restaurants,11570 Ash St,Leawood,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,3532,20352,Pimiento,Full-Service Restaurants,2835 N Clarence Ave,Wichita,Sedgwick,KS,67204
2921,In-Range,243,Caterers,KS,69000,84800,Pioneer College Caterers Inc.,Caterers,400 S Jefferson St # 20,Hillsboro,Marion,KS,67063
13922,In-Range,1160,Full-Service Restaurants,KS,4865,27136,Piropos Restaurant LLC,Full-Service Restaurants,4200 Somerset Dr Ste 244,Prairie Village,Johnson,KS,66208
60617,In-Range,5051,Limited-Service Restaurants,KS,92278,111000,Pita Pit,Limited-Service Restaurants,1918 N Rock Rd Ste 700,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,14342,27000,Pizazz By Shabazz Industries LLC,Limited-Service Restaurants,1142 N Market St APT 2,Wichita,Sedgwick,KS,67214
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Pizza 51,Limited-Service Restaurants,5938 Mission Rd,Fairway,Johnson,KS,66205
60617,High,5051,Limited-Service Restaurants,KS,26084,26084,Pizza Corporation of Independence Inc,Limited-Service Restaurants,103 E Main St,Independence,Montgomery,KS,67301
60617,High,5051,Limited-Service Restaurants,KS,2906,18000,Pizza Hut,Limited-Service Restaurants,1406 Industrial Rd,Emporia,Lyon,KS,66801
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Pizza Hut of Baxter Springs Inc.,Limited-Service Restaurants,1001 E 7th St,Galena,Cherokee,KS,66739
60617,High,5051,Limited-Service Restaurants,KS,1043,1043,Pizza Hut of Columbus Inc.,Limited-Service Restaurants,117 W Maple St,Columbus,Cherokee,KS,66725
60617,In-Range,5051,Limited-Service Restaurants,KS,51199,165000,Pizza Hut of Manhattan Inc,Limited-Service Restaurants,727 Poyntz Ave Ste 601,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,11220,11220,Pizza Hut of Morgantown Inc,Limited-Service Restaurants,150 N Oliver Ave,Wichita,Sedgwick,KS,67208
60617,High,5051,Limited-Service Restaurants,KS,17530,17530,Pizza Hut of Oberlin Inc,Limited-Service Restaurants,122 S Penn Ave,Oberlin,Decatur,KS,67749
60617,In-Range,5051,Limited-Service Restaurants,KS,15914,75000,Pizza Hut of Plattsburg L.L.C.,Limited-Service Restaurants,1434 Allen St,Hays,Ellis,KS,67601
60617,In-Range,5051,Limited-Service Restaurants,KS,64844,78000,Pizza Hut of Southeast Kansas Inc.,Limited-Service Restaurants,101 N Rock Rd,Derby,Sedgwick,KS,67037
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Pizza Hut of Southeast Kansas Inc.,Limited-Service Restaurants,1801 N Penn Ave,Independence,Montgomery,KS,67301
60617,In-Range,5051,Limited-Service Restaurants,KS,64844,78000,Pizza Hut of Southeast Kansas Inc.,Limited-Service Restaurants,1831 E Washington St,Fredonia,Wilson,KS,66736
60619,In-Range,5052,Limited-Service Restaurants,KS,299280,1183489,Pizza Hut of Southeast Kansas Inc.,Limited-Service Restaurants,208 S Maize Rd,Wichita,Sedgwick,KS,67209
