year,sector,sub_sector,sub_sector_category,food_type,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_not_fit_for_human_consumption,tons_inedible_parts,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,surplus_upstream_100_year_mtco2e_footprint,surplus_downstream_100_year_mtco2e_footprint,surplus_total_100_year_mtco2e_footprint,surplus_upstream_100_year_mtch4_footprint,surplus_downstream_100_year_mtch4_footprint,surplus_total_100_year_mtch4_footprint,gallons_water_footprint,meals_wasted
2022,Foodservice,Full Service Restaurants,All Other,Fresh Meat & Seafood,6113.347794,382066.6111,42168585.84,5991.697636,6002.885805,2231.545263,1883.870398,110.4619888,0,11.18816926,1.082669558,416.6007712,0,678.0544941,0,4886.164528,9.795173678,0,91358.25388,3369.281758,94727.53564,1098.111489,161.9280751,1260.039564,7145652585,10004809.68
2022,Foodservice,Full Service Restaurants,All Other,Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Foodservice,Full Service Restaurants,All Other,Prepared Foods,356905.0675,0,4573178732,355497.5425,355640.7522,0,12550.5526,1264.315278,0,143.2096593,4.657833051,20241.13702,0,41584.92989,0,293585.7903,81.02752269,0,1605537.369,160636.9973,1766174.366,13984.63096,7596.153853,21580.78481,1.69209E+11,592734587
2022,Foodservice,Full Service Restaurants,All Other,Produce,3159.474401,197458.0407,12451461.37,3096.603684,3102.385906,1888.474001,1918.736906,57.08849517,0,5.782222044,0.559540676,215.3058384,0,350.4292392,0,2525.246766,5.062299993,0,6964.341381,643.5741639,7607.915545,16.05101597,27.81426894,43.86528491,141797628.8,5170643.177
2022,Foodservice,Full Service Restaurants,All Other,Ready-To-Drink Beverages,1564.130423,97753.64176,1405605.305,1533.005626,1535.868174,0,0,28.26224896,0,2.862548723,0.277006389,106.5893783,0,173.483613,0,1250.149484,2.506143879,0,7747.099261,944.9151819,8692.014443,41.41208866,45.4339179,86.84600656,41876215.19,2559780.291
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Breads & Bakery,162.3509565,10146.46669,2262351.26,157.4829392,158.0854988,44.69763162,23.52517713,4.265457669,0,0.602559595,0.021947665,22.80431019,0,12.00548851,0,122.1069292,0.544263677,0,292.0936561,123.7033019,415.796958,0.836254656,6.173180802,7.009435458,3105098.682,263475.8313
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Dairy & Eggs,677.7232402,42355.7485,1610191.599,657.4020268,659.9173716,83.94866335,14.6237335,17.80586856,0,2.515344842,0.091619065,95.19507199,0,50.11611111,0,509.7272322,2.271992422,0,2888.238538,198.3764086,3086.614947,37.72429514,9.584199151,47.3084943,191840897.8,1099862.286
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Dry Goods,7216.036139,450981.4534,22038862.19,6999.666681,7026.448733,3490.725966,160.9016636,189.5874059,0,26.78205232,0.975511014,1013.58643,0,533.6096617,0,5427.304112,24.19096535,0,19503.35376,3617.899348,23121.2531,63.43038224,179.5733183,243.0037006,883897958.2,11710747.89
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Fresh Meat & Seafood,5486.88594,342914.5515,55233677.32,5322.364239,5342.728614,2002.868925,1690.821846,144.1573257,0,20.36437506,0.741753168,770.704723,0,405.742889,0,4126.780694,18.39418001,0,81501.32921,2813.871087,84315.2003,979.5618189,139.175902,1118.737721,6386857979,8904547.691
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
