Name,Naics,Address,City,County,State,zip,excess_low_lbs,excess_high_lbs,UniqueID,prepared
M&M Meals For The Soul LLC,Full-Service Restaurants,323 Highland Dr,Arkansas City,Cowley,KS,67005,7287,30528,RFS164142,0
M&N2 LLC,Limited-Service Restaurants,111 N Main St,Buhler,Reno,KS,67522,3744,3744,RFS295692,0
M3 Restaurant Group LLC,Full-Service Restaurants,534 S Kansas Ave Ste 400,Topeka,Shawnee,KS,66603,18168,40704,RFS217289,0
Mac Pizza LLC,Limited-Service Restaurants,1903 Lewis Ave,Salina,Saline,KS,67401,2879,2879,RFS334219,0
Maceli's Inc.,Caterers,1031 New Hampshire St,Lawrence,Douglas,KS,66044,49500,152640,RFS762,0
Macias Restaurant,Full-Service Restaurants,600 W La Lande Ave,Sublette,Haskell,KS,67877,5429,33920,RFS228212,0
Mackinaw Food Service Corporation,Limited-Service Restaurants,9313 E 34th St N Ste 100,Wichita,Sedgwick,KS,67226,627659,627659,RFS444479,0
Madame Hatter's Tea Room,Full-Service Restaurants,22407 W 52nd St,Shawnee,Johnson,KS,66226,16719,30528,RFS125598,0
Made From Scratch,Full-Service Restaurants,652 N Dellrose St,Wichita,Sedgwick,KS,67208,1867,10176,RFS238237,0
Magical Ice Cream Shack,Limited-Service Restaurants,10611 W 95th St S,Clearwater,Sedgwick,KS,67026,2879,2879,RFS291722,0
MAI Thai Restaurant,Full-Service Restaurants,12250 W 135th St,Overland Park,Johnson,KS,66221,26008,47488,RFS57909,0
Main Street Dugout L.L.C.,Full-Service Restaurants,223 Main St,Grainfield,Gove,KS,67737,38640,142249,RFS124972,0
Main Street Pizza LLC,Limited-Service Restaurants,82 W 500 Ln,Phillipsburg,Phillips,KS,67661,2879,27000,RFS435645,0
Main Street Restaurant Restaurants All,Full-Service Restaurants,524 Main St,Nortonville,Jefferson,KS,66060,3832,27136,RFS215230,0
Make ME Smile Event Management Inc.,Full-Service Restaurants,10420 Howe Ln,Leawood,Johnson,KS,66206,21125,111936,RFS35936,0
Maloans,Full-Service Restaurants,101 W 4th Ave,Garnett,Anderson,KS,66032,6173,16960,RFS31291,0
Mama Resch's Inc.,Full-Service Restaurants,11281 Hemlock St,Overland Park,Johnson,KS,66210,22293,40704,RFS46889,0
Mamadeauxs,Full-Service Restaurants,3033 Anderson Ave,Manhattan,Riley,KS,66503,17788,40704,RFS156275,0
Mama's Kitchen,Full-Service Restaurants,3220 S Broadway Ave,Wichita,Sedgwick,KS,67216,12748,27136,RFS163885,0
Mamma Lous Hometown Restauran,Full-Service Restaurants,111 N Main St,Buhler,Reno,KS,67522,2879,23744,RFS44259,0
Man Meat Bbq LLC,Full-Service Restaurants,19939 Delmar St,Stilwell,Johnson,KS,66085,3167,23744,RFS108337,0
Manchu Wok,Full-Service Restaurants,2210 Trooper Dr,Fort Riley,Geary,KS,66442,19320,19320,RFS123835,0
Marble Slab Creamery,Limited-Service Restaurants,2243 N Tyler Rd,Wichita,Sedgwick,KS,67205,2906,18000,RFS348032,0
Marble Slab Creamery,Limited-Service Restaurants,482 N Main St,Lansing,Leavenworth,KS,66043,2494,3000,RFS398475,0
Marchello's,Full-Service Restaurants,3107 S Seneca St,Wichita,Sedgwick,KS,67217,10897,30528,RFS159283,0
Margaritas Jalisco LLC,Full-Service Restaurants,1616 SW 17th St,Topeka,Shawnee,KS,66604,18168,40704,RFS88606,0
Margaritas Jalisco North,Full-Service Restaurants,1835 NW Topeka Blvd # 161,Topeka,Shawnee,KS,66608,10598,23744,RFS101235,0
Margies Java Cafe,Full-Service Restaurants,5999 SW 22nd Park Ste B,Topeka,Shawnee,KS,66614,2825,16960,RFS227224,0
Maria Mexican Restaurant Inc,Full-Service Restaurants,3064 W Main St,Independence,Montgomery,KS,67301,8488,8488,RFS157446,0
Marias Authenic Mexican Resta,Full-Service Restaurants,801 Commercial St,Atchison,Atchison,KS,66002,8693,37312,RFS259777,0
Maria's Authenic Mexican Restaurant Inc,Full-Service Restaurants,3064 W Main St,Independence,Montgomery,KS,67301,8488,8488,RFS157447,0
Maria's Mexican,Full-Service Restaurants,314 S Main St,Ottawa,Franklin,KS,66067,16893,30528,RFS160767,0
Maria's Mexican Fast Food,Limited-Service Restaurants,2215 Enterprise Rd,Goodland,Sherman,KS,67735,16228,33000,RFS347025,0
Maria's Taqueria LLC,Full-Service Restaurants,806 Ash St,Abilene,Dickinson,KS,67410,12222,27136,RFS260809,0
Mario's Daylite Donuts & Deli LLC,Limited-Service Restaurants,606 S Main St,Scott City,Scott,KS,67871,17122,30528,RFS414561,0
Mari's Pizza Parlor,Limited-Service Restaurants,104 N Main St,Leon,Butler,KS,67074,17437,40704,RFS289962,0
Mari's Pizza Parlor LLC,Limited-Service Restaurants,1314 W Ledgestone,Andover,Butler,KS,67002,10512,24000,RFS309563,0
Marrakech Cafe,Full-Service Restaurants,6257 E 21st St N,Wichita,Sedgwick,KS,67208,17529,40704,RFS234110,0
Marry Occasions By Friends,Full-Service Restaurants,317 N Vermont Ave,Columbus,Cherokee,KS,66725,13225,37312,RFS161741,0
Marsbarz Foods Inc.,Limited-Service Restaurants,22724 Midland Dr,Shawnee,Johnson,KS,66226,22446,27000,RFS348849,0
Marseilles LLC,Caterers,2900 W 53rd St,Fairway,Johnson,KS,66205,11146,20352,RFS11528,0
Martin City Brewery Pizza and Taproom LLC,Limited-Service Restaurants,2055 W 162nd Ter,Stilwell,Johnson,KS,66085,20435,33000,RFS340896,0
Martin City Pizza & Taproom,Limited-Service Restaurants,4000 Indian Creek Pkwy,Overland Park,Johnson,KS,66207,2879,21000,RFS385966,0
Mary Frances Sams,Limited-Service Restaurants,101 W Railroad St,Silver Lake,Shawnee,KS,66539,1320,3000,RFS287217,0
Mary's Kitchen,Full-Service Restaurants,209 N Main St,Macksville,Stafford,KS,67557,18009,27136,RFS115958,0
Masalas Inc,Full-Service Restaurants,7301 W 91st St,Overland Park,Johnson,KS,66212,22293,40704,RFS250745,0
Master Wok,Full-Service Restaurants,14947 W 119th St,Olathe,Johnson,KS,66062,6753,33920,RFS79174,0
Maurice's Restaurant,Limited-Service Restaurants,1692 W 140th Ave N,Milton,Sumner,KS,67106,4290,15000,RFS326545,0
Maurys Family Restaurant,Full-Service Restaurants,1616 3rd St,Clay Center,Clay,KS,67432,19980,61056,RFS88567,0
Mayoral Catering,Caterers,11812 W 70th St,Shawnee,Johnson,KS,66203,11146,20352,RFS2396,0
Maysville Pizza Hut Inc.,Limited-Service Restaurants,3706 SW Topeka Blvd # 10,Topeka,Shawnee,KS,66609,2879,21000,RFS381346,0
Mbjj LLC,Limited-Service Restaurants,834 N Main St,Lansing,Leavenworth,KS,66043,4355,15000,RFS437023,0
Mc Donald's,Limited-Service Restaurants,411 S Broadway Ave,Wichita,Sedgwick,KS,67202,15935,30000,RFS388620,0
McAfees Skid Steer Service LLC,Full-Service Restaurants,9850 Camp Creek Rd,Belvue,Pottawatomie,KS,66407,15220,30528,RFS282176,0
McCune Family Kitchen LLC,Full-Service Restaurants,620 Main St,Mc Cune,Crawford,KS,66753,4886,10176,RFS232907,0
McDonald's,Limited-Service Restaurants,16210 W 65th St,Shawnee,Johnson,KS,66217,79882,79882,RFS324295,0
McDonald's,Limited-Service Restaurants,312 W Madison Ave,Iola,Allen,KS,66749,55455,55455,RFS370175,0
McDonalds 4211,Limited-Service Restaurants,1100 E Crawford St,Salina,Saline,KS,67401,62439,62439,RFS294528,0
McDonalds Corp,Limited-Service Restaurants,22315 W 66th St,Shawnee,Johnson,KS,66226,79882,79882,RFS347701,0
McDonalds Restaurant,Limited-Service Restaurants,101 W 14th St,Chanute,Neosho,KS,66720,16979,129000,RFS287174,0
McDonalds Restaurant,Limited-Service Restaurants,302 W 11th St,Coffeyville,Montgomery,KS,67337,54575,54575,RFS367393,0
McDonalds Restaurant,Limited-Service Restaurants,550 N 159th St E Ste 303,Wichita,Sedgwick,KS,67230,31870,60000,RFS408049,0
McDonald's Restaurant,Limited-Service Restaurants,200 N Main St Ste F,Haysville,Sedgwick,KS,67060,21306,129000,RFS337656,0
McDonald's Restaurants of Kansas Inc,Limited-Service Restaurants,10801 Mastin St Ste 400,Overland Park,Johnson,KS,66210,99760,120000,RFS292967,0
McPherson City Limits,Full-Service Restaurants,306 N Maple St,McPherson,McPherson,KS,67460,6729,30528,RFS157299,0
Meals By Melissa,Full-Service Restaurants,6404 Alden St,Shawnee,Johnson,KS,66216,22293,40704,RFS236465,0
Med Foods LLC,Full-Service Restaurants,7906 E Harry St,Wichita,Sedgwick,KS,67207,52800,169600,RFS257919,0
Medina's Mexican Restaurant LLC,Full-Service Restaurants,502 E 22nd St,Pittsburg,Crawford,KS,66762,2879,23744,RFS209704,0
Mediterranean Shores Gyros Grill,Limited-Service Restaurants,3013 S 4th St,Leavenworth,Leavenworth,KS,66048,16913,36000,RFS367165,0
Meemaws Country Kitchen,Caterers,602 Main St,Pleasanton,Linn,KS,66075,5806,5806,RFS18934,0
MEI Yuan LLC,Full-Service Restaurants,14413 Stearns St,Overland Park,Johnson,KS,66221,20435,37312,RFS76329,0
Melinda Kitchen,Full-Service Restaurants,3005 E 16th St,Pittsburg,Crawford,KS,66762,13389,33920,RFS154429,0
Melquiadis Pinales/Tacos Lopez,Full-Service Restaurants,795 N West St,Wichita,Sedgwick,KS,67203,5154,23744,RFS258396,0
Melting Pot Co.,Full-Service Restaurants,325 Broadway St,Cottonwood Falls,Chase,KS,66845,29687,29687,RFS164749,0
Meridy's Restaurant & Lounge,Full-Service Restaurants,1220 S Fossil St,Russell,Russell,KS,67665,30876,30876,RFS57325,0
Mestizo,Full-Service Restaurants,301 N Saint Francis Ave,Wichita,Sedgwick,KS,67202,28683,64448,RFS154895,0
Metro Bistro,Limited-Service Restaurants,321 S Andover Rd Ste 100,Andover,Butler,KS,67002,8627,36000,RFS372399,0
Metro Steakhouse,Full-Service Restaurants,1501 Metropolitan Ave,Leavenworth,Leavenworth,KS,66048,2091,2091,RFS80520,0
Mexico Cafe Delano,Full-Service Restaurants,555 W Douglas Ave Down,Wichita,Sedgwick,KS,67213,5381,27136,RFS221048,0
Mexico Viejo Mexican,Full-Service Restaurants,6960 W 21st St N,Wichita,Sedgwick,KS,67205,22309,47488,RFS243669,0
Mexquisito,Full-Service Restaurants,1527 Cadet Ave,Lawrence,Douglas,KS,66044,5259,23744,RFS82916,0
Meyerle Brothers LLC,Limited-Service Restaurants,900 E 30th Ave,Hutchinson,Reno,KS,67502,27901,60000,RFS441351,0
MI Cantina,Full-Service Restaurants,1111 E Lincoln St,Wichita,Sedgwick,KS,67211,5588,30528,RFS44752,0
MI Pueblo,Full-Service Restaurants,925 6th St,Oswego,Labette,KS,67356,4307,16960,RFS276200,0
MI Ranchito,Full-Service Restaurants,707 W 23rd St,Lawrence,Douglas,KS,66046,71760,88192,RFS246479,0
MI Ranchito,Full-Service Restaurants,8550 W 151st St,Overland Park,Johnson,KS,66223,2760,3392,RFS267752,0
MI Ranchito,Full-Service Restaurants,13000 W 95th St,Lenexa,Johnson,KS,66215,2760,3392,RFS64241,0
MI Tierra Restaurant,Full-Service Restaurants,118 E 1st St,Hoisington,Barton,KS,67544,21486,50880,RFS51849,0
MI Tierra Restaurant & Cantina,Full-Service Restaurants,700 E 4th Ave,Hutchinson,Reno,KS,67501,16741,16741,RFS244543,0
MI Torito LLC,Full-Service Restaurants,418 S Main St,Galena,Cherokee,KS,66739,2879,23744,RFS190886,0
Michael Dyer,Limited-Service Restaurants,2480 S 9th St,Salina,Saline,KS,67401,43562,43562,RFS354528,0
Michael Liska,Full-Service Restaurants,4128 SW 6th Ave APT 102,Topeka,Shawnee,KS,66606,2879,23744,RFS189506,0
Michael's Restaurant,Limited-Service Restaurants,608 Willow CT,Lansing,Leavenworth,KS,66043,46125,46125,RFS414775,0
Mico Catering LLC,Caterers,1406 W Prairie Ter,Olathe,Johnson,KS,66061,9289,16960,RFS4410,0
Midwest Best,Full-Service Restaurants,12002 W 48th St,Shawnee,Johnson,KS,66216,5436,27136,RFS54652,0
Mijom's Ice Cream Xpress Inc.,Limited-Service Restaurants,1665 St John,Catharine,Ellis,KS,67627,2879,21000,RFS325831,0
Mike Norman,Limited-Service Restaurants,304 N Maple St,Garnett,Anderson,KS,66032,10444,45000,RFS367947,0
Mike's Place Inc.,Full-Service Restaurants,111 N 6th St,Wakeeney,Trego,KS,67672,1436,3392,RFS44226,0
Milap Limited Company,Full-Service Restaurants,6860 W 105th St,Shawnee Mission,Johnson,KS,66212,4616,20352,RFS242558,0
Millennium Cafe,Full-Service Restaurants,1515 SW 10th Ave,Topeka,Shawnee,KS,66604,28767,64448,RFS81923,0
Milligan Enterprises Inc,Limited-Service Restaurants,1800 N Kansas Ave,Liberal,Seward,KS,67901,134676,162000,RFS330661,0
Milligan Enterprises Inc,Limited-Service Restaurants,24 E Pancake Blvd,Liberal,Seward,KS,67901,24940,30000,RFS352167,0
Milligan Enterprises Inc,Limited-Service Restaurants,4245 Chambers Dr,Garden City,Finney,KS,67846,124700,194633,RFS391079,0
Millington Place Eatery LLC,Full-Service Restaurants,118 E 9th Ave,Winfield,Cowley,KS,67156,8800,37312,RFS51855,0
Milton's Cafe,Full-Service Restaurants,901 New Hampshire St,Lawrence,Douglas,KS,66044,29252,64448,RFS272692,0
Milton's Coffee House LLC,Limited-Service Restaurants,746 Missouri St,Lawrence,Douglas,KS,66044,15396,30000,RFS428943,0
Minskys Pizza,Limited-Service Restaurants,12627 Metcalf Ave,Overland Park,Johnson,KS,66213,3476,3476,RFS306507,0
Minsky's Pizza,Limited-Service Restaurants,13400 College Blvd,Lenexa,Johnson,KS,66210,9025,36000,RFS311084,0
Minsky's Pizza,Limited-Service Restaurants,15983 S Bradley Dr,Olathe,Johnson,KS,66062,37154,37154,RFS322669,0
Mio Cuisine and Bar,Full-Service Restaurants,806 W Old Highway 56,Olathe,Johnson,KS,66061,16719,30528,RFS260871,0
Miriscos Sinaloa,Full-Service Restaurants,610 N Kansas Ave,Liberal,Seward,KS,67901,63480,78016,RFS230829,0
Miss Kitty's Cafe LLC,Full-Service Restaurants,2702 Hennessey CT,Dodge City,Ford,KS,67801,12857,30528,RFS144269,0
Miss Marie's Diner LLC,Full-Service Restaurants,101 W Parallel St,Clifton,Washington,KS,66937,9018,47488,RFS31367,0
Missouri River Pizza Group L.L.C.,Limited-Service Restaurants,501 E 17th Ave,Hutchinson,Reno,KS,67501,7946,36000,RFS401199,0
Miyabi Japanese and Asian Bistro,Full-Service Restaurants,7809 W 151st St,Overland Park,Johnson,KS,66223,3167,23744,RFS256915,0
Mizu Sushi,Full-Service Restaurants,2140 W 21st St N,Wichita,Sedgwick,KS,67203,19122,40704,RFS119934,0
Mj Restaurant,Full-Service Restaurants,128 Cindy Dr,Russell,Russell,KS,67665,46200,135680,RFS62219,0
Mjc Huts Inc.,Limited-Service Restaurants,407 S Washington St,Junction City,Geary,KS,66441,49880,60000,RFS387697,0
Mjs Burger House,Limited-Service Restaurants,1004 E 4th St,Altamont,Labette,KS,67330,4943,21000,RFS286256,0
Mmd-Build LLC,Full-Service Restaurants,7201 W 79th St,Overland Park,Johnson,KS,66204,8331,8331,RFS249167,0
Mocha Hair Cafe,Full-Service Restaurants,1977 N 77th St Ste 201,Kansas City,Wyandotte,KS,66112,20770,37312,RFS107825,0
Mod Pizza,Limited-Service Restaurants,20152 W 153rd St,Olathe,Johnson,KS,66062,22293,36000,RFS339140,0
Mokas Bakery & Bistro,Limited-Service Restaurants,109 N Santa Fe Ave,Salina,Saline,KS,67401,24685,51000,RFS293420,0
Molino S Mexican Cuisine,Full-Service Restaurants,1064 N Waco Ave,Wichita,Sedgwick,KS,67203,17529,37312,RFS38374,0
Mom & Pops Smoked Meats & Rubs,Caterers,534 N Cedar St,Ottawa,Franklin,KS,66067,2219,2219,RFS17762,0
Mom's Cafe LLC,Full-Service Restaurants,213 S Main St,Whitewater,Butler,KS,67154,16059,27000,RFS119320,0
Monsoon Indian Grill,Limited-Service Restaurants,2040 SW Wanamaker Rd # 105,Topeka,Shawnee,KS,66604,8458,33000,RFS340328,0
Montana Mike's Steakhouse,Caterers,2211 E Kansas Ave,McPherson,McPherson,KS,67460,2264,3392,RFS9079,0
Montrose Kitchen LLC,Full-Service Restaurants,520 W 10th St,Concordia,Cloud,KS,66901,13961,30528,RFS214304,0
Morningstar's New York Pizza,Limited-Service Restaurants,4931 W 6th St Ste 106,Lawrence,Douglas,KS,66049,9405,9405,RFS399665,0
Mo's Place,Full-Service Restaurants,1908 Elm St,Claflin,Barton,KS,67525,3619,6784,RFS104723,0
Mother Earth Cafe SMH,Full-Service Restaurants,9100 W 74th St,Merriam,Johnson,KS,66204,20435,37312,RFS274227,0
Mother Earth Coffee Co Brian,Limited-Service Restaurants,23401 Prairie Star Pkwy,Lenexa,Johnson,KS,66227,20435,33000,RFS351037,0
Mother Earth Coffee Co. LLC,Limited-Service Restaurants,11207 Delmar St,Leawood,Johnson,KS,66211,20435,33000,RFS296824,0
Mp Remix LLC,Full-Service Restaurants,11440 W 135th St,Overland Park,Johnson,KS,66221,26008,47488,RFS48773,0
Mr Goodcents,Limited-Service Restaurants,10231 W 21st St N Ste 105,Wichita,Sedgwick,KS,67205,20716,39000,RFS288696,0
Mr Goodcents 1025 Lawrenc,Limited-Service Restaurants,2233 Louisiana St,Lawrence,Douglas,KS,66046,2879,21000,RFS347731,0
Mr Goodcents 4 07,Limited-Service Restaurants,8808 Santa Fe Dr,Overland Park,Johnson,KS,66212,6614,30000,RFS440093,0
Mr Goodcents 50 09,Limited-Service Restaurants,3411 N Rock Rd Ste 120,Wichita,Sedgwick,KS,67226,10239,10239,RFS376541,0
Mr Goodcents DBA,Limited-Service Restaurants,6760 W 135th St,Overland Park,Johnson,KS,66223,8613,39000,RFS421748,0
Mr Goodcents LLC,Limited-Service Restaurants,3910 Fairway Dr,Hays,Ellis,KS,67601,35811,35811,RFS384209,0
Mr Goodcents Subs and Pastas,Limited-Service Restaurants,1212 S Tyler Rd,Wichita,Sedgwick,KS,67209,10187,10187,RFS303321,0
Mr Gyros Inc,Full-Service Restaurants,8575 W 135th St,Overland Park,Johnson,KS,66223,2760,3392,RFS267911,0
Mr Gyros Inc,Limited-Service Restaurants,11707 Roe Ave,Leawood,Johnson,KS,66211,50158,50158,RFS300145,0
Mr. Bacon LLC,Full-Service Restaurants,846 Illinois St Ste D,Lawrence,Douglas,KS,66044,18475,40704,RFS266602,0
Ms Restaurant Inc,Full-Service Restaurants,6400 W 102nd St,Overland Park,Johnson,KS,66212,11146,20352,RFS236400,0
Ms. Thrillkill's Catering LLC,Caterers,2 9th Cavalry CT,Fort Leavenworth,Leavenworth,KS,66027,2879,16960,RFS7655,0
Ms. Tosha's Chicken,Limited-Service Restaurants,2128 E Rivera St,Wichita,Sedgwick,KS,67211,19122,36000,RFS343927,0
Muehlbach Family L.P.,Full-Service Restaurants,12110 W 129th Ter,Overland Park,Johnson,KS,66213,3647,20352,RFS56317,0
Mugshot Office,Limited-Service Restaurants,110 S Main St,Ottawa,Franklin,KS,66067,1018,1018,RFS294390,0
Mumbai Rail Indian Bistro,Full-Service Restaurants,711 E Douglas Ave,Wichita,Sedgwick,KS,67202,4913,23744,RFS247317,0
Mumzies Kitchen,Full-Service Restaurants,2100 Washington Blvd,Kansas City,Wyandotte,KS,66102,20770,37312,RFS117134,0
Munson's Prime Steakhouse,Full-Service Restaurants,426 Goldenbelt Blvd,Junction City,Geary,KS,66441,3167,27136,RFS193283,0
Murlen Road Pizza LLC,Limited-Service Restaurants,11111 W 95th St Ste 252,Overland Park,Johnson,KS,66214,20435,33000,RFS296079,0
Muscle Maker Grill - Olathe,Full-Service Restaurants,14967 W 119th St,Olathe,Johnson,KS,66062,22293,40704,RFS79244,0
My Family Meal Planner,Caterers,2841 Edwards St,Manhattan,Riley,KS,66502,8894,20352,RFS11397,0
My Place,Full-Service Restaurants,4857 Cr 5500,Cherryvale,Montgomery,KS,67335,5267,16960,RFS205503,0
Nagoya Japanese Sushi and Steak Inc,Full-Service Restaurants,711 W 23rd St Ste 24,Lawrence,Douglas,KS,66046,20015,44096,RFS247436,0
Namaste India,Full-Service Restaurants,6417 W 119th St,Overland Park,Johnson,KS,66209,4157,13568,RFS236723,0
Nancy's Fancy's,Full-Service Restaurants,314 Main St,Barnard,Lincoln,KS,67418,7415,33920,RFS160726,0
Nanns Soul Food LLC,Full-Service Restaurants,1000 SE 21st St,Topeka,Shawnee,KS,66607,2879,23744,RFS29004,0
Nanny's Soul Food LLC,Full-Service Restaurants,7202 SW 23rd St,Topeka,Shawnee,KS,66614,15140,33920,RFS249178,0
Napolis Italian Restaurant,Full-Service Restaurants,2049 E Santa Fe St,Olathe,Johnson,KS,66062,6149,30528,RFS113849,0
Napoli's Italian Restaurant,Full-Service Restaurants,1301 N Broadway St,Pittsburg,Crawford,KS,66762,2659,15000,RFS64362,0
Nascar Subs LLC,Limited-Service Restaurants,718 S Kansas Ave,Topeka,Shawnee,KS,66603,20762,20762,RFS426291,0
Negril Caribbean Restaurant,Full-Service Restaurants,127 W 7th St,Junction City,Geary,KS,66441,19320,44096,RFS61709,0
Neighborhood Nook,Full-Service Restaurants,209 Center Ave,Oakley,Logan,KS,67748,4066,4066,RFS115857,0
Neighbors Bar Grill,Full-Service Restaurants,2315 W 21st St N,Wichita,Sedgwick,KS,67203,20716,44096,RFS129135,0
Neighbors Cafe,Full-Service Restaurants,204 S Main St,McPherson,McPherson,KS,67460,32351,64448,RFS113490,0
Nek Subway Inc,Limited-Service Restaurants,205 N 1st St,Hiawatha,Brown,KS,66434,8250,8250,RFS340637,0
Nelson's Landing,Full-Service Restaurants,107 N Erpelding Rd,Leonardville,Riley,KS,66449,8424,30528,RFS38861,0
Neodelicious Home Style Cafe LLC,Full-Service Restaurants,1742 N 4th St,Neodesha,Wilson,KS,66757,9020,27136,RFS96160,0
Nestle Usa Inc.,Full-Service Restaurants,14703 England St,Shawnee Mission,Johnson,KS,66221,2760,3392,RFS78043,0
Nevelandia LLC,Full-Service Restaurants,908 N 18th St,Kansas City,Wyandotte,KS,66102,4718,23744,RFS273741,0
New Cafe 32 LLC,Full-Service Restaurants,12337 Gillette St,Overland Park,Johnson,KS,66213,3088,16960,RFS58814,0
New China King,Full-Service Restaurants,6249 E 21st St N Ste 105,Wichita,Sedgwick,KS,67208,14342,30528,RFS233883,0
New China Restaurant,Full-Service Restaurants,201 SW 29th St,Topeka,Shawnee,KS,66611,18168,40704,RFS111355,0
New China Town Inc,Full-Service Restaurants,6854 Johnson Dr,Shawnee Mission,Johnson,KS,66202,9289,9289,RFS242492,0
New Han Shin LLC,Full-Service Restaurants,7254 W 121st St,Overland Park,Johnson,KS,66213,5567,23744,RFS250059,0
New Ling's Bistro LLC,Full-Service Restaurants,1550 SW Wanamaker Rd # 100,Topeka,Shawnee,KS,66604,2879,23744,RFS84450,0
Newell Oil Co. Inc.,Full-Service Restaurants,200 Manchester Ave,Newton,Harvey,KS,67114,142145,305280,RFS109664,0
Next Door Pizza,Limited-Service Restaurants,13164 State Line Rd,Leawood,Johnson,KS,66209,2120,9000,RFS309691,0
Next Level Cafe,Full-Service Restaurants,3802 E Harry St,Wichita,Sedgwick,KS,67218,17529,37312,RFS179722,0
Ni Hao Fresh LLC,Full-Service Restaurants,2200 Arno Rd,Mission Hills,Johnson,KS,66208,5006,13568,RFS122845,0
Nick & Jake's Restuarant,Full-Service Restaurants,6830 W 135th St,Overland Park,Johnson,KS,66223,2760,3468,RFS242281,0
Nick and Jakes,Full-Service Restaurants,17605 W 113th Ter,Olathe,Johnson,KS,66061,5288,37312,RFS97042,0
Nick and Jake's Main Inc.,Full-Service Restaurants,6830 W 135th St,Overland Park,Johnson,KS,66223,97308,97308,RFS242280,0
Nick and Jakes Shawnee Inc,Full-Service Restaurants,22220 Midland Dr,Shawnee,Johnson,KS,66226,3484,251008,RFS124642,0
Nickels Diner,Full-Service Restaurants,404 Longview Ave,Oakley,Logan,KS,67748,3201,20352,RFS186559,0
Nick's Pizzeria and Ice Cream,Limited-Service Restaurants,12030 Blue Valley Pkwy,Overland Park,Johnson,KS,66213,3208,18000,RFS302507,0
Niji Sushi,Full-Service Restaurants,1811 S Ridgeview Rd,Olathe,Johnson,KS,66062,8942,37312,RFS99817,0
Nine Mile LLC,Full-Service Restaurants,1049 N Webb Rd,Belle Plaine,Sumner,KS,67013,1145,3392,RFS36426,0
Ninza Sushi Old Town LLC,Full-Service Restaurants,703 W Candlestar CT,Andover,Butler,KS,67002,13139,33920,RFS245752,0
Nippon Grill,Limited-Service Restaurants,4041 N Maize Rd Ste 260,Maize,Sedgwick,KS,67101,19952,24000,RFS387208,0
No 1 Kitchen,Full-Service Restaurants,1317 N Maize Rd Ste 107,Wichita,Sedgwick,KS,67212,3530,10176,RFS66096,0
Noah's Event Venue,Caterers,7341 W 133rd St,Overland Park,Johnson,KS,66213,1029,13568,RFS21012,0
Noah's Event Venue,Caterers,1550 N Lindberg Cir,Wichita,Sedgwick,KS,67206,1475,3392,RFS5410,0
Noodles & Company,Full-Service Restaurants,3300 N Rock Rd Ste A,Wichita,Sedgwick,KS,67226,20716,44096,RFS166366,0
Noodles & Company,Full-Service Restaurants,705 3rd Pl Ste F,Manhattan,Riley,KS,66502,14823,33920,RFS246032,0
Noodles & Company,Full-Service Restaurants,8 W 8th St,Lawrence,Douglas,KS,66044,38473,305280,RFS258991,0
Noodles & Company,Full-Service Restaurants,11339 W 95th St,Overland Park,Johnson,KS,66214,44026,342592,RFS47635,0
Noodles & Company,Full-Service Restaurants,13448 Metcalf Ave,Overland Park,Johnson,KS,66213,245640,301888,RFS68482,0
Noodles & Company,Full-Service Restaurants,1703 Vlg West Pkwy # 100,Kansas City,Wyandotte,KS,66111,3167,23744,RFS93646,0
Noodles & Company 960,Full-Service Restaurants,7610 State Line Rd,Prairie Village,Johnson,KS,66208,187629,187629,RFS254796,0
Nori & Japan,Full-Service Restaurants,7700 E Kellogg Dr Vc02,Wichita,Sedgwick,KS,67207,41400,50880,RFS255674,0
Norteno Menudo,Full-Service Restaurants,2323 N Broadway Ave,Wichita,Sedgwick,KS,67219,1542,1542,RFS129515,0
Northeast Kansas Subway Inc.,Limited-Service Restaurants,11087 Hauser St,Lenexa,Johnson,KS,66210,3891,24000,RFS295438,0
Northern Gc LLC,Full-Service Restaurants,1727 E Kansas Plz,Garden City,Finney,KS,67846,165600,203520,RFS95353,0
Northern Lights Ice LLC,Limited-Service Restaurants,1013 E Piatt Ln,Olathe,Johnson,KS,66061,5231,30000,RFS287615,0
Northern Ohio Pizza Co Inc,Limited-Service Restaurants,8100 E 22nd St N Bldg 200,Wichita,Sedgwick,KS,67226,14342,27000,RFS434669,0
Northern Song LLC,Limited-Service Restaurants,4025 SW 10th Ave,Topeka,Shawnee,KS,66604,3855,18000,RFS386865,0
Northhays Inc,Limited-Service Restaurants,1201 Vine St,Hays,Ellis,KS,67601,112230,135000,RFS302322,0
Northhays Inc,Limited-Service Restaurants,2705 Vine St Ste 6,Hays,Ellis,KS,67601,12470,204328,RFS360066,0
Northhays Inc,Limited-Service Restaurants,516 S 1st St,Wakeeney,Trego,KS,67672,10314,24000,RFS403856,0
Northstar Restaurants Inc,Full-Service Restaurants,10540 Marty St Ste 100,Overland Park,Johnson,KS,66212,31581,57664,RFS37395,0
Northstar Restaurants Inc.,Full-Service Restaurants,1851 Village West Pkwy,Kansas City,Wyandotte,KS,66111,2760,3392,RFS102110,0
Northstar Restaurants Inc.,Full-Service Restaurants,2243 N Tyler Rd,Wichita,Sedgwick,KS,67205,2906,20352,RFS125679,0
