Year,Naics,State,bread,dairy,dry,meat,prepared,produce,excess_high_lbs,excess_low_lbs,excess_fac_cnt
2020,Caterers,MN,198,296,651,506,2535,412,10303788,4284078,327
2020,Caterers,MO,245,367,806,627,3139,510,10763513,4431143,341
2020,Caterers,MS,32,48,106,82,412,67,4026153,1918372,131
2020,Caterers,MT,21,31,69,53,268,43,1499369,629829,64
2020,Caterers,NC,250,374,823,640,3204,520,17922135,7809060,651
2020,Caterers,ND,9,14,31,24,119,19,1541410,506087,54
2020,Caterers,NE,58,87,191,149,745,121,2955462,1354155,104
2020,Caterers,NH,51,76,168,130,653,106,1988879,851516,67
2020,Caterers,NJ,1364,2038,4482,3485,915265,2834,27371777,13621748,903
2020,Caterers,NM,17,26,57,45,223,36,2590668,991919,111
2020,Caterers,NV,58,87,192,149,747,121,5743028,3895677,146
2020,Caterers,NY,2647,3955,8698,6764,1776209,5500,47169378,24306582,1787
2020,Caterers,OH,451,674,1483,1153,5773,938,18088788,8714725,644
2020,Caterers,OK,120,179,394,306,1534,249,4937381,1552484,180
2020,Caterers,OR,317,474,1042,811,212877,659,7264647,3465731,291
2020,Caterers,PA,432,646,1421,1105,5531,898,27309995,11558788,1163
2020,Caterers,RI,147,220,484,376,98783,306,2288991,1074809,77
2020,Caterers,SC,193,289,635,494,2472,402,6323908,2793712,271
2020,Caterers,SD,11,17,37,29,146,24,1156214,452682,40
2020,Caterers,TN,175,261,574,446,2234,363,12730781,6248932,432
2020,Caterers,TX,819,1223,2690,2092,10475,1701,54049016,20184856,1791
2020,Caterers,UT,131,195,429,334,1671,271,3916346,1860778,149
2020,Caterers,VA,221,331,727,566,2832,460,20405160,7250538,683
2020,Caterers,VT,55,82,181,141,36913,114,1039430,516972,53
2020,Caterers,WA,703,1050,2310,1796,471684,1461,9596357,4942706,369
2020,Caterers,WI,200,299,657,511,2557,415,7350705,2832271,209
2020,Caterers,WV,9,14,31,24,119,19,2471718,1304877,75
2020,Caterers,WY,13,19,42,33,163,26,364202,194408,21
2020,Full-Service Restaurants,AK,305,604,1424,1127,5385,941,17524658,7930288,536
2020,Full-Service Restaurants,AL,7430,13003,23457,21210,98029,15892,114919066,55257916,2515
2020,Full-Service Restaurants,AR,3688,6334,14194,10714,52537,8958,57327297,27368723,1473
2020,Full-Service Restaurants,AZ,9099,15862,37104,27939,136386,21531,231204016,110959477,5695
2020,Full-Service Restaurants,CA,96584,172108,423677,311827,5469200,253072,1491779280,794580236,37185
2020,Full-Service Restaurants,CO,8150,13617,32688,24557,119405,18955,195507751,103100674,5185
2020,Full-Service Restaurants,CT,9285,14139,35149,26855,463292,21406,120343956,60474007,3361
2020,Full-Service Restaurants,DE,1542,2342,4533,4324,19479,3236,31002852,15679448,678
2020,Full-Service Restaurants,FL,40952,61113,136056,120083,543544,89862,1091889938,545086763,26689
2020,Full-Service Restaurants,GA,17200,32046,57573,49118,234874,37636,328385069,161709183,8715
2020,Full-Service Restaurants,HI,1163,2118,6507,4772,22760,3951,47021028,26033493,1256
2020,Full-Service Restaurants,IA,2677,4580,10266,8447,39691,6504,72193464,33206640,1820
2020,Full-Service Restaurants,ID,1542,2750,5098,4442,20945,3305,44499435,22406502,1161
2020,Full-Service Restaurants,IL,14632,23613,58262,39714,203652,29689,457530753,172110037,8015
2020,Full-Service Restaurants,IN,9595,14969,30233,26100,123239,20615,179232020,92210621,3993
2020,Full-Service Restaurants,KS,3748,6350,14861,10267,52820,8365,69447305,31150086,1591
2020,Full-Service Restaurants,KY,7223,13062,26425,19396,98526,14516,124588267,52728895,2532
2020,Full-Service Restaurants,LA,4462,8356,13997,12588,60021,10098,141610876,70263704,3627
2020,Full-Service Restaurants,MA,21978,36288,90926,64538,1152559,49325,225664512,128226200,5512
2020,Full-Service Restaurants,MD,20643,33304,84238,65687,1128522,54040,180724719,100684668,4232
2020,Full-Service Restaurants,ME,1181,1840,4668,2949,15851,2509,32779303,17802552,846
2020,Full-Service Restaurants,MI,9883,15610,34542,29048,135808,22193,221672537,108875859,5045
2020,Full-Service Restaurants,MN,5609,8536,18706,16603,75259,12340,230070334,82800974,3264
2020,Full-Service Restaurants,MO,7895,13174,28159,23023,109498,18079,144680428,72769743,3440
2020,Full-Service Restaurants,MS,3180,6515,9850,8759,42751,7063,63254949,29759780,1505
2020,Full-Service Restaurants,MT,945,1403,3376,3182,13758,2390,26322278,13536977,729
2020,Full-Service Restaurants,NC,13682,23199,49452,37975,187471,30085,308233980,139881415,6707
2020,Full-Service Restaurants,ND,1162,1728,4296,3635,16579,2785,16562681,8094718,389
2020,Full-Service Restaurants,NE,1981,3491,7410,5987,28717,4642,45284162,21322996,1064
2020,Full-Service Restaurants,NH,1858,3024,7703,4414,25160,3867,36300358,17670294,899
2020,Full-Service Restaurants,NJ,24755,38658,94595,76178,1284528,58992,270200753,137190094,7794
2020,Full-Service Restaurants,NM,2722,4808,10009,7843,38286,5779,64272620,34369453,1449
2020,Full-Service Restaurants,NV,4275,7254,17644,13863,65699,10545,88667002,47630073,2060
2020,Full-Service Restaurants,NY,36344,59680,140654,112191,1920827,89240,655536002,349778872,21625
2020,Full-Service Restaurants,OH,18487,32371,64107,49345,246416,37330,316165971,160219719,6108
2020,Full-Service Restaurants,OK,6760,9300,22301,19273,86417,14508,97897029,47456845,2436
2020,Full-Service Restaurants,OR,7617,15338,26632,21667,380338,16044,173535138,93281339,4570
2020,Full-Service Restaurants,PA,15192,24225,51666,42785,203083,32870,369538808,175983154,10298
2020,Full-Service Restaurants,RI,2621,4200,9800,7506,131628,5923,34542472,17218048,941
2020,Full-Service Restaurants,SC,7438,14029,24448,20712,100231,15670,124779354,62916254,3011
2020,Full-Service Restaurants,SD,938,1447,3400,2822,13156,2289,16340541,7779017,434
2020,Full-Service Restaurants,TN,11339,20015,40679,32098,157154,25512,318089549,113920222,4233
2020,Full-Service Restaurants,TX,46242,72281,201643,128244,669015,110428,1153776264,513530393,23064
2020,Full-Service Restaurants,UT,2631,5118,10259,8490,40399,6552,86530475,38043804,1978
2020,Full-Service Restaurants,VA,14105,22809,59077,40745,205751,33941,268595552,134843876,6916
2020,Full-Service Restaurants,VT,755,1171,2599,1994,36073,1564,17667590,9395988,522
2020,Full-Service Restaurants,WA,13152,23025,49524,43702,711285,33351,221033286,116212675,5916
2020,Full-Service Restaurants,WI,4774,7231,16851,15525,68576,11861,117398429,56128875,2672
2020,Full-Service Restaurants,WV,2384,4524,8305,6286,32259,4823,52871567,17889779,908
2020,Full-Service Restaurants,WY,442,942,1447,1201,6028,900,15183837,7406158,360
2020,Limited-Service Restaurants,AK,1535,3824,2956,2231,15838,1648,11949592,6517993,365
2020,Limited-Service Restaurants,AL,21995,48253,35513,30871,202560,20833,68275350,36112020,1738
2020,Limited-Service Restaurants,AR,12792,28225,22239,18378,119956,12433,64188845,27523714,1228
2020,Limited-Service Restaurants,AZ,24975,62616,46962,36666,255940,25632,129204389,77116682,3547
2020,Limited-Service Restaurants,CA,327550,847731,648467,485554,19461893,344640,841419089,412710218,18392
2020,Limited-Service Restaurants,CO,20403,49412,39172,29300,205934,21108,115568791,69189279,3147
2020,Limited-Service Restaurants,CT,25671,79622,43959,31265,1561679,24699,71518381,38602401,2268
2020,Limited-Service Restaurants,DE,2634,7134,5197,3631,28275,2701,17085134,9295208,420
2020,Limited-Service Restaurants,FL,70941,175373,128150,98996,709279,70251,659724522,346510369,14737
2020,Limited-Service Restaurants,GA,43691,99744,73405,59930,415303,41943,220508063,113119206,5155
2020,Limited-Service Restaurants,HI,3491,10520,6693,4936,38823,3548,27317273,12762887,580
2020,Limited-Service Restaurants,IA,10333,22618,21117,15983,102546,11546,61302257,31983670,1472
2020,Limited-Service Restaurants,ID,5403,13109,10843,8195,55197,5754,30553843,15462218,981
2020,Limited-Service Restaurants,IL,43028,105367,76570,61233,433125,44661,1019693945,137528561,5791
2020,Limited-Service Restaurants,IN,25462,56543,45344,37101,242558,26044,127757481,65285165,3165
2020,Limited-Service Restaurants,KS,11509,27899,22338,16973,115495,11860,155340632,125560696,1260
2020,Limited-Service Restaurants,KY,18995,42444,33502,27301,179826,18916,116021801,48433295,1994
2020,Limited-Service Restaurants,LA,18513,40734,29076,25655,169260,17225,93794679,50757942,2101
2020,Limited-Service Restaurants,MA,43415,153821,86856,54141,2898740,43672,111658997,60588217,3214
2020,Limited-Service Restaurants,MD,50278,127151,96461,71241,2906229,52365,123324899,68211774,2869
2020,Limited-Service Restaurants,ME,2981,8966,5291,3875,32838,2974,17600846,10398674,463
2020,Limited-Service Restaurants,MI,33190,78795,65476,50015,337131,36303,209633634,99158214,4519
2020,Limited-Service Restaurants,MN,15701,37862,32079,23714,163120,17640,123854824,67336992,2572
2020,Limited-Service Restaurants,MO,23375,52993,43666,34737,226992,24079,125838772,73602367,2622
2020,Limited-Service Restaurants,MS,12722,26823,21101,18361,116663,12385,52086715,25190488,1097
2020,Limited-Service Restaurants,MT,2912,6381,6303,4608,29252,3281,18198863,8984717,519
2020,Limited-Service Restaurants,NC,42138,94275,71167,58432,399289,41133,240036172,99422842,4747
2020,Limited-Service Restaurants,ND,2396,5259,5147,3648,24014,2667,17362927,7698267,356
2020,Limited-Service Restaurants,NE,7459,17747,14186,10649,74493,7966,45508553,20081541,855
2020,Limited-Service Restaurants,NH,3316,10658,6280,4313,38225,3334,16838526,9470438,546
2020,Limited-Service Restaurants,NJ,54496,170564,102939,69587,3390752,52433,178120780,103127183,5291
2020,Limited-Service Restaurants,NM,7228,16547,12710,10537,69697,7258,37040193,17227169,889
2020,Limited-Service Restaurants,NV,12077,30530,22781,17351,123362,12105,51044477,30389549,1266
2020,Limited-Service Restaurants,NY,109185,342716,199542,136821,6747374,106013,443734960,219238864,14597
2020,Limited-Service Restaurants,OH,43810,102150,81139,62558,426686,44704,238278559,133884713,5574
2020,Limited-Service Restaurants,OK,16926,38415,31722,24933,163855,17201,76915488,34090230,1745
2020,Limited-Service Restaurants,OR,33123,92126,68931,47563,2019492,35261,93847066,54930083,2517
2020,Limited-Service Restaurants,PA,30768,84211,58679,42525,326282,31469,246147491,121440108,7562
2020,Limited-Service Restaurants,RI,7539,24190,14511,9629,476929,7591,19343948,11134534,559
2020,Limited-Service Restaurants,SC,21251,46874,34005,29094,197166,20026,91339143,45037153,2150
2020,Limited-Service Restaurants,SD,2971,6485,6905,4699,30482,3478,21025273,12699489,388
2020,Limited-Service Restaurants,TN,29740,67438,50184,42407,281289,28808,163324404,74232365,3152
2020,Limited-Service Restaurants,TX,119499,268387,203033,166546,1129077,114192,623814993,332151523,13523
2020,Limited-Service Restaurants,UT,11090,24432,21535,16409,106787,11446,58875500,29096476,1364
2020,Limited-Service Restaurants,VA,31211,76714,55945,43380,310188,30804,145230389,82783748,4036
2020,Limited-Service Restaurants,VT,2947,8467,5250,3920,174920,3059,9242999,5438619,308
2020,Limited-Service Restaurants,WA,54352,143748,113982,79873,3263261,59734,141331042,77433146,3661
2020,Limited-Service Restaurants,WI,17556,36375,32455,27165,166525,19335,110993606,55006410,2228
2020,Limited-Service Restaurants,WV,6495,15076,12172,9480,63491,6665,25949914,14071677,740
2020,Limited-Service Restaurants,WY,2209,4890,4585,3218,21318,2286,7573466,4216005,215
2021,Caterers,AK,23,35,76,59,160,48,764348,298453,36
2021,Caterers,AL,139,207,456,354,957,288,5080187,2268033,212
2021,Caterers,AR,113,169,372,289,781,235,2369076,1060134,95
2021,Caterers,AZ,351,524,1153,897,2420,729,11087986,4290133,480
2021,Caterers,CA,9093,13586,29876,23233,1683025,18894,88978698,46515199,2887
2021,Caterers,CO,453,676,1487,1156,3121,940,11389335,5244687,457
2021,Caterers,CT,1190,1779,3911,3041,220329,2473,10472682,5134245,426
2021,Caterers,DE,36,53,118,91,247,74,1756967,632715,74
2021,Caterers,FL,1432,2140,4706,3660,9878,2976,66639819,28071934,2864
2021,Caterers,GA,707,1057,2324,1807,4877,1469,25295019,8775003,1110
2021,Caterers,HI,156,234,513,399,1078,325,4599795,2778078,116
2021,Caterers,IA,116,173,381,296,799,241,5565514,1740769,155
2021,Caterers,ID,77,116,255,198,534,161,1465648,550027,81
2021,Caterers,IL,1298,1940,4265,3317,8951,2697,28176421,14767870,861
2021,Caterers,IN,561,838,1843,1433,3867,1165,9785798,3999187,411
2021,Caterers,KS,147,220,484,376,1016,306,3440670,1672872,127
2021,Caterers,KY,272,406,894,695,1875,565,19739785,4556551,229
2021,Caterers,LA,424,633,1392,1082,2921,880,18655108,7460052,591
2021,Caterers,MA,2692,4022,8845,6878,498277,5594,14555882,7964528,454
2021,Caterers,MD,1904,2845,6257,4866,352481,3957,15485158,7090650,602
2021,Caterers,ME,104,156,343,266,719,217,1213492,585631,59
2021,Caterers,MI,1054,1575,3465,2694,7271,2191,15610805,6566685,591
2021,Caterers,MN,465,695,1528,1188,3207,966,10303788,4284078,327
2021,Caterers,MO,534,798,1755,1364,3682,1110,10763513,4431143,341
2021,Caterers,MS,75,112,246,191,516,156,4026153,1918372,131
2021,Caterers,MT,55,82,180,140,378,114,1499369,629829,64
2021,Caterers,NC,583,872,1917,1491,4023,1212,17922135,7809060,651
2021,Caterers,ND,24,36,79,61,165,50,1541410,506087,54
2021,Caterers,NE,137,205,450,350,944,285,2955462,1354155,104
2021,Caterers,NH,145,216,476,370,999,301,1988879,851516,67
2021,Caterers,NJ,3519,5258,11561,8991,651290,7311,27371777,13621748,903
2021,Caterers,NM,59,88,194,151,407,123,2590668,991919,111
2021,Caterers,NV,139,207,456,354,957,288,5743028,3895677,146
2021,Caterers,NY,6894,10301,22652,17615,1276082,14325,47169378,24306582,1787
2021,Caterers,OH,1094,1634,3593,2794,7541,2272,18088788,8714725,644
2021,Caterers,OK,270,403,887,690,1862,561,4937381,1552484,180
2021,Caterers,OR,712,1064,2340,1820,131814,1480,7264647,3465731,291
2021,Caterers,PA,1095,1636,3596,2797,7548,2274,27309995,11558788,1163
2021,Caterers,RI,480,717,1577,1227,88853,997,2288991,1074809,77
2021,Caterers,SC,417,623,1370,1065,2874,866,6323908,2793712,271
2021,Caterers,SD,27,41,90,70,189,57,1156214,452682,40
2021,Caterers,TN,373,558,1226,953,2573,775,12730781,6248932,432
2021,Caterers,TX,1831,2736,6017,4679,12629,3805,54049016,20184856,1791
2021,Caterers,UT,262,391,860,668,1804,544,3916346,1860778,149
2021,Caterers,VA,516,772,1697,1320,3561,1073,20405160,7250538,683
2021,Caterers,VT,185,276,606,472,34166,384,1039430,516972,53
2021,Caterers,WA,1572,2349,5166,4017,291028,3267,9596357,4942706,369
2021,Caterers,WI,472,706,1552,1207,3257,981,7350705,2832271,209
2021,Caterers,WV,23,34,76,59,159,48,2471718,1304877,75
2021,Caterers,WY,32,48,106,82,222,67,364202,194408,21
2021,Full-Service Restaurants,AK,548,1097,2497,1998,5145,1670,17524658,7930288,536
2021,Full-Service Restaurants,AL,13410,23967,41776,38110,95128,28629,114919066,55257916,2515
2021,Full-Service Restaurants,AR,6620,11568,25151,19162,50655,16018,57327297,27368723,1473
2021,Full-Service Restaurants,AZ,16219,28659,64912,49517,130109,38258,231204016,110959477,5695
2021,Full-Service Restaurants,CA,176715,318658,760110,564948,3425481,458633,1491779280,794580236,37185
2021,Full-Service Restaurants,CO,14541,24564,57419,43620,114168,33749,195507751,103100674,5185
2021,Full-Service Restaurants,CT,16906,25990,63336,48772,290551,38927,120343956,60474007,3361
2021,Full-Service Restaurants,DE,2765,4265,8082,7740,18826,5809,31002852,15679448,678
2021,Full-Service Restaurants,FL,72930,110695,239601,213311,520556,160004,1091889938,545086763,26689
2021,Full-Service Restaurants,GA,31135,59162,102498,88323,228055,67794,328385069,161709183,8715
2021,Full-Service Restaurants,HI,2059,3755,11305,8374,21485,6943,47021028,26033493,1256
2021,Full-Service Restaurants,IA,4784,8307,18033,14997,37979,11570,72193464,33206640,1820
2021,Full-Service Restaurants,ID,2773,5029,9035,7957,20233,5941,44499435,22406502,1161
2021,Full-Service Restaurants,IL,25831,42066,101383,70118,193065,52675,457530753,172110037,8015
2021,Full-Service Restaurants,IN,17150,27217,53628,46606,118705,36874,179232020,92210621,3993
2021,Full-Service Restaurants,KS,6694,11498,26162,18279,50621,14911,69447305,31150086,1591
2021,Full-Service Restaurants,KY,12902,23709,46391,34614,94524,26030,124588267,52728895,2532
2021,Full-Service Restaurants,LA,8076,15434,25024,22674,58406,18204,141610876,70263704,3627
2021,Full-Service Restaurants,MA,39856,66080,162705,116884,719490,89676,225664512,128226200,5512
2021,Full-Service Restaurants,MD,37572,61436,151165,118762,703736,97719,180724719,100684668,4232
2021,Full-Service Restaurants,ME,2105,3303,8255,5267,15215,4485,32779303,17802552,846
2021,Full-Service Restaurants,MI,17643,28216,60964,51713,130275,39609,221672537,108875859,5045
2021,Full-Service Restaurants,MN,10046,15529,33102,29584,72370,22030,230070334,82800974,3264
2021,Full-Service Restaurants,MO,14169,24004,49915,41152,105547,32360,144680428,72769743,3440
2021,Full-Service Restaurants,MS,5819,12152,17780,15916,42008,12828,63254949,29759780,1505
2021,Full-Service Restaurants,MT,1687,2552,5918,5625,13127,4227,26322278,13536977,729
2021,Full-Service Restaurants,NC,24481,42180,87278,67754,180192,53780,308233980,139881415,6707
2021,Full-Service Restaurants,ND,2063,3111,7521,6423,15784,4928,16562681,8094718,389
2021,Full-Service Restaurants,NE,3554,6364,13052,10664,27576,8284,45284162,21322996,1064
2021,Full-Service Restaurants,NH,3315,5432,13620,7896,24162,6921,36300358,17670294,899
2021,Full-Service Restaurants,NJ,45045,70912,170119,138095,803559,107153,270200753,137190094,7794
2021,Full-Service Restaurants,NM,4869,8725,17576,13968,36698,10333,64272620,34369453,1449
2021,Full-Service Restaurants,NV,7624,13075,30890,24556,62652,18722,88667002,47630073,2060
2021,Full-Service Restaurants,NY,66333,109845,253506,203812,1204498,162368,655536002,349778872,21625
2021,Full-Service Restaurants,OH,33071,58883,112935,88125,236879,66922,316165971,160219719,6108
2021,Full-Service Restaurants,OK,12088,16946,39532,34346,83152,25877,97897029,47456845,2436
2021,Full-Service Restaurants,OR,14095,28889,48233,39793,241657,29568,173535138,93281339,4570
2021,Full-Service Restaurants,PA,27154,43916,91359,76320,195225,58782,369538808,175983154,10298
2021,Full-Service Restaurants,RI,4783,7716,17698,13668,82699,10810,34542472,17218048,941
2021,Full-Service Restaurants,SC,13440,25845,43448,37240,97230,28256,124779354,62916254,3011
2021,Full-Service Restaurants,SD,1680,2637,6017,5021,12641,4071,16340541,7779017,434
2021,Full-Service Restaurants,TN,20417,36607,72236,57555,151925,45804,318089549,113920222,4233
2021,Full-Service Restaurants,TX,82199,129874,354485,227372,638524,195784,1153776264,513530393,23064
2021,Full-Service Restaurants,UT,4743,9376,18082,15158,38891,11721,86530475,38043804,1978
2021,Full-Service Restaurants,VA,25151,41150,103977,72351,196772,60290,268595552,134843876,6916
2021,Full-Service Restaurants,VT,1375,2141,4695,3634,22600,2860,17667590,9395988,522
2021,Full-Service Restaurants,WA,24149,42829,89457,79521,447867,60772,221033286,116212675,5916
2021,Full-Service Restaurants,WI,8531,13119,29693,27538,65654,21060,117398429,56128875,2672
2021,Full-Service Restaurants,WV,4283,8255,14674,11283,31140,8694,52871567,17889779,908
2021,Full-Service Restaurants,WY,803,1743,2578,2173,5876,1636,15183837,7406158,360
2021,Limited-Service Restaurants,AK,2360,6054,4543,3378,13279,2522,11949592,6517993,365
2021,Limited-Service Restaurants,AL,33468,75096,53803,46333,166914,31395,68275350,36112020,1738
2021,Limited-Service Restaurants,AR,19451,43816,33624,27558,98654,18711,64188845,27523714,1228
2021,Limited-Service Restaurants,AZ,38272,98773,72045,55369,213729,39049,129204389,77116682,3547
2021,Limited-Service Restaurants,CA,514515,1377184,1019752,750287,9861713,537351,841419089,412710218,18392
2021,Limited-Service Restaurants,CO,31408,78326,60304,44428,172719,32298,115568791,69189279,3147
2021,Limited-Service Restaurants,CT,40908,132072,71431,48989,814524,39511,71518381,38602401,2268
2021,Limited-Service Restaurants,DE,4069,11432,8043,5504,23898,4142,17085134,9295208,420
2021,Limited-Service Restaurants,FL,108879,277826,196711,149432,593423,106969,659724522,346510369,14737
2021,Limited-Service Restaurants,GA,66882,157319,112165,90327,345665,63601,220508063,113119206,5155
2021,Limited-Service Restaurants,HI,5412,17008,10417,7478,33002,5436,27317273,12762887,580
2021,Limited-Service Restaurants,IA,15794,35248,32036,24098,84792,17515,61302257,31983670,1472
2021,Limited-Service Restaurants,ID,8273,20604,16546,12355,45903,8736,30553843,15462218,981
2021,Limited-Service Restaurants,IL,66145,166763,117968,92825,363246,68419,1019693945,137528561,5791
2021,Limited-Service Restaurants,IN,38892,88185,68985,55934,200744,39509,127757481,65285165,3165
2021,Limited-Service Restaurants,KS,17606,43853,34014,25531,95897,17950,155340632,125560696,1260
2021,Limited-Service Restaurants,KY,28984,66299,50829,41040,148581,28568,116021801,48433295,1994
2021,Limited-Service Restaurants,LA,28167,63384,44086,38511,139508,25965,93794679,50757942,2101
2021,Limited-Service Restaurants,MA,69679,257860,141124,84701,1523256,69836,111658997,60588217,3214
2021,Limited-Service Restaurants,MD,79038,206878,151597,110065,1475436,81688,123324899,68211774,2869
2021,Limited-Service Restaurants,ME,4629,14459,8328,5912,28087,4624,17600846,10398674,463
2021,Limited-Service Restaurants,MI,50852,123890,99884,75472,280642,55242,209633634,99158214,4519
2021,Limited-Service Restaurants,MN,24149,59815,49171,35929,136463,26975,123854824,67336992,2572
2021,Limited-Service Restaurants,MO,35639,82566,66225,52220,187414,36390,125838772,73602367,2622
2021,Limited-Service Restaurants,MS,19306,41417,31806,27522,95607,18621,52086715,25190488,1097
2021,Limited-Service Restaurants,MT,4445,9893,9546,6943,24109,4968,18198863,8984717,519
2021,Limited-Service Restaurants,NC,64414,147893,108646,88112,331713,62471,240036172,99422842,4747
2021,Limited-Service Restaurants,ND,3670,8211,7826,5510,19896,4053,17362927,7698267,356
2021,Limited-Service Restaurants,NE,11518,28308,21827,16159,62642,12192,45508553,20081541,855
2021,Limited-Service Restaurants,NH,5166,17283,9918,6587,32853,5196,16838526,9470438,546
2021,Limited-Service Restaurants,NJ,86340,281222,164971,108040,1752728,82881,178120780,103127183,5291
2021,Limited-Service Restaurants,NM,11019,25770,19339,15865,57637,11000,37040193,17227169,889
2021,Limited-Service Restaurants,NV,18544,48355,35029,26223,103279,18452,51044477,30389549,1266
2021,Limited-Service Restaurants,NY,173681,568003,321532,213220,3505496,168325,443734960,219238864,14597
2021,Limited-Service Restaurants,OH,67220,161150,123997,94426,355617,67953,238278559,133884713,5574
2021,Limited-Service Restaurants,OK,25827,60145,48038,37420,135305,25900,76915488,34090230,1745
2021,Limited-Service Restaurants,OR,52232,150378,108879,73626,1031104,55276,93847066,54930083,2517
2021,Limited-Service Restaurants,PA,47506,134852,90686,64353,275499,48176,246147491,121440108,7562
2021,Limited-Service Restaurants,RI,12024,40266,23381,15012,248512,12061,19343948,11134534,559
2021,Limited-Service Restaurants,SC,32397,73195,51783,43786,163200,30327,91339143,45037153,2150
2021,Limited-Service Restaurants,SD,4553,10146,10471,7086,25238,5274,21025273,12699489,388
2021,Limited-Service Restaurants,TN,45281,105022,76185,63704,232195,43508,163324404,74232365,3152
2021,Limited-Service Restaurants,TX,182437,420392,309345,250715,935606,172803,623814993,332151523,13523
2021,Limited-Service Restaurants,UT,16975,38235,32789,24760,88489,17354,58875500,29096476,1364
2021,Limited-Service Restaurants,VA,47937,121664,85916,65517,259645,46908,145230389,82783748,4036
2021,Limited-Service Restaurants,VT,4673,13948,8404,6104,90383,4845,9242999,5438619,308
2021,Limited-Service Restaurants,WA,85611,234161,179265,123519,1660954,93412,141331042,77433146,3661
2021,Limited-Service Restaurants,WI,26778,56238,49171,40996,137194,29347,110993606,55006410,2228
2021,Limited-Service Restaurants,WV,9921,23624,18469,14244,52545,10066,25949914,14071677,740
2021,Limited-Service Restaurants,WY,3388,7676,6977,4854,17687,3464,7573466,4216005,215
2022,Caterers,AK,17,26,56,44,331,35,764348,298453,36
2022,Caterers,AL,85,127,280,218,1652,177,5080187,2268033,212
2022,Caterers,AR,76,113,248,193,1463,157,2369076,1060134,95
2022,Caterers,AZ,279,417,917,713,5406,580,11087986,4290133,480
2022,Caterers,CA,13535,20223,44470,34582,4721339,28123,88978698,46515199,2887
2022,Caterers,CO,338,506,1112,865,6555,703,11389335,5244687,457
2022,Caterers,CT,1610,2406,5290,4114,561665,3346,10472682,5134245,426
2022,Caterers,DE,21,31,69,53,406,43,1756967,632715,74
2022,Caterers,FL,932,1393,3063,2382,18057,1937,66639819,28071934,2864
2022,Caterers,GA,511,763,1678,1305,9892,1061,25295019,8775003,1110
2022,Caterers,HI,119,178,391,304,2306,247,4599795,2778078,116
2022,Caterers,IA,80,120,263,204,1550,166,5565514,1740769,155
2022,Caterers,ID,54,80,176,137,1037,111,1465648,550027,81
2022,Caterers,IL,946,1413,3107,2416,18315,1965,28176421,14767870,861
2022,Caterers,IN,376,562,1236,961,7289,782,9785798,3999187,411
2022,Caterers,KS,103,154,338,263,1990,213,3440670,1672872,127
2022,Caterers,KY,203,303,667,518,3931,422,19739785,4556551,229
2022,Caterers,LA,263,393,865,672,5098,547,18655108,7460052,591
2022,Caterers,MA,4181,6246,13736,10681,1458314,8686,14555882,7964528,454
2022,Caterers,MD,2708,4047,8899,6920,944760,5627,15485158,7090650,602
2022,Caterers,ME,69,103,227,177,1341,144,1213492,585631,59
2022,Caterers,MI,737,1102,2423,1884,14285,1532,15610805,6566685,591
2022,Caterers,MN,349,522,1148,893,6767,726,10303788,4284078,327
2022,Caterers,MO,399,597,1312,1021,7737,830,10763513,4431143,341
2022,Caterers,MS,56,84,185,144,1092,117,4026153,1918372,131
2022,Caterers,MT,39,58,128,100,756,81,1499369,629829,64
2022,Caterers,NC,391,584,1285,999,7575,813,17922135,7809060,651
2022,Caterers,ND,14,21,46,36,271,29,1541410,506087,54
2022,Caterers,NE,94,141,310,241,1826,196,2955462,1354155,104
2022,Caterers,NH,93,139,306,238,1801,193,1988879,851516,67
2022,Caterers,NJ,4844,7237,15915,12376,1689693,10065,27371777,13621748,903
2022,Caterers,NM,45,67,148,115,871,93,2590668,991919,111
2022,Caterers,NV,120,179,393,306,2319,249,5743028,3895677,146
2022,Caterers,NY,10246,15309,33664,26178,3574067,21289,47169378,24306582,1787
2022,Caterers,OH,751,1122,2467,1919,14546,1560,18088788,8714725,644
2022,Caterers,OK,175,261,575,447,3388,363,4937381,1552484,180
2022,Caterers,OR,1001,1496,3290,2559,349306,2081,7264647,3465731,291
2022,Caterers,PA,830,1240,2727,2121,16079,1725,27309995,11558788,1163
2022,Caterers,RI,505,755,1661,1292,176331,1050,2288991,1074809,77
2022,Caterers,SC,288,430,947,736,5580,599,6323908,2793712,271
2022,Caterers,SD,16,24,53,41,311,33,1156214,452682,40
2022,Caterers,TN,274,409,900,700,5307,569,12730781,6248932,432
2022,Caterers,TX,1257,1879,4132,3213,24358,2613,54049016,20184856,1791
2022,Caterers,UT,198,296,650,505,3831,411,3916346,1860778,149
2022,Caterers,VA,408,609,1340,1042,7901,848,20405160,7250538,683
2022,Caterers,VT,263,393,864,672,91746,546,1039430,516972,53
2022,Caterers,WA,2307,3448,7581,5896,804903,4794,9596357,4942706,369
2022,Caterers,WI,347,518,1139,885,6712,720,7350705,2832271,209
2022,Caterers,WV,13,20,44,34,261,28,2471718,1304877,75
2022,Caterers,WY,19,29,64,50,376,40,364202,194408,21
2022,Full-Service Restaurants,AK,333,670,1537,1239,8916,1041,17524658,7930288,536
2022,Full-Service Restaurants,AL,8155,14567,25501,23441,163547,17649,114919066,55257916,2515
2022,Full-Service Restaurants,AR,4025,7045,15364,11838,87306,9909,57327297,27368723,1473
