State	Zipcode	facility_count	Excess_Food_High_Tons	Excess_Food_Low_Tons	foodbanks	FoodBank_recd_TonYear
MA	1001	33	586.4704325	210.7901895		
MA	1002	30	479.4855385	269.995653		
MA	1005	5	42.0939475	22.523886		
MA	1007	13	212.5627225	104.596674		
MA	1010	2	10.9450695	3.671514		
MA	1011	1	42.4	28.05		
MA	1013	14	198.033394	105.374643		
MA	1020	37	614.6556075	349.305715		
MA	1027	23	296.213204	152.095514		
MA	1028	21	303.404907	147.5435635		
MA	1029	1	2.475	2.475		
MA	1030	11	160.4454505	63.019799		
MA	1032	1	0.563079	0.563079		
MA	1033	3	29.5479205	12.343914		
MA	1034	2	16.5	9.231486		
MA	1035	20	472.7899975	284.055453		
MA	1036	9	118.165492	69.664386		
MA	1038	4	41.4875095	17.5726485	1	4402.6155
MA	1039	2	19.5	11.629596		
MA	1040	46	1220.163496	833.521301		
MA	1054	2	11.872	2.7087225		
MA	1056	20	293.8309485	110.563332		
MA	1057	8	101.7936045	68.7747555		
MA	1060	34	492.717605	226.0951385		
MA	1062	8	80.3259685	49.248573		
MA	1068	1	1.696	0.762465		
MA	1069	11	156.1060185	61.5705255		
MA	1072	2	28.832	11.6637345		
MA	1073	7	51.136	9.273198		
MA	1074	1	2.1557415	2.1557415		
MA	1075	15	200.2026505	76.247199		
MA	1077	10	106.450611	41.737047		
MA	1080	1	11.872	1.4395095		
MA	1082	13	168.194146	84.9857745		
MA	1083	1	11.872	1.4395095		
MA	1085	38	739.0241885	450.232146		
MA	1088	2	22.372	3.747711		
MA	1089	40	672.6830315	366.533133		
MA	1095	27	350.84088	138.7845855		
MA	1096	2	4.406391	4.406391		
MA	1103	29	442.407007	227.419797		
MA	1104	27	681.197796	172.8724425		
MA	1105	10	194.4275095	62.241828		
MA	1106	17	249.485274	127.4231765		
MA	1107	7	96.999012	37.437873		
MA	1108	37	495.2484635	210.8128605		
MA	1109	20	187.0795415	64.0407645		
MA	1115	3	15.264	4.071903		
MA	1118	10	128.797243	44.7636915		
MA	1119	19	348.342522	194.4263255		
MA	1128	7	189.7086225	161.198292		
MA	1129	8	341.7915095	223.6250955		
MA	1144	1	5.3540025	5.3540025		
MA	1151	8	94.5078005	33.7915215		
MA	1201	68	1105.543886	622.086246		
MA	1220	7	102.6703225	50.4405		
MA	1223	1	1.3064865	1.3064865		
MA	1225	4	56.4492885	18.2012985		
MA	1226	6	81.4301845	32.0099835		
MA	1230	24	307.013732	181.4367275		
MA	1237	4	82.447344	44.423544		
MA	1238	15	242.2625785	142.9921695		
MA	1240	19	307.272725	190.213539		
MA	1247	25	331.017784	188.6445345		
MA	1253	2	23.8187675	16.42278		
MA	1257	2	62.752	24.887742		
MA	1262	1	9.540597	9.540597		
MA	1267	22	375.878543	213.876753		
MA	1301	25	343.101068	175.5617865		
MA	1331	14	217.3955375	105.713843		
MA	1337	7	82.2501605	28.8382875		
MA	1338	1	13.568	2.49084		
MA	1339	1	11.872	7.2673425		
MA	1340	1	11.872	6.392628		
MA	1343	1	2.423718	2.423718		
MA	1351	2	27.136	9.802551		
MA	1354	2	35.94	16.292628		
MA	1364	7	88.2582595	50.806932		
MA	1366	2	27.136	6.3439365		
MA	1370	4	64.448	19.602957		
MA	1373	6	78.404486	53.80452		
MA	1375	7	94.9409055	54.2643255		
MA	1376	5	79.119173	48.1357965		
MA	1379	1	6	1.439064		
MA	1420	41	608.7530575	333.6677		
MA	1430	2	18.353	10.145116		
MA	1431	1	15.264	10.1486385		
MA	1432	7	102.9639105	50.6691075		
MA	1434	1	11.872	6.765759		
MA	1436	2	28.832	12.038664		
MA	1440	15	219.4529625	113.518022		
MA	1450	12	201.7081175	52.148646		
MA	1451	2	20.156	11.767301		
MA	1452	2	18.656	10.9439115		
MA	1453	69	1439.324133	764.71905		
MA	1460	7	75.534818	40.119276		
MA	1462	13	331.847667	121.800043		
MA	1463	2	39.008	24.99156		
MA	1464	3	94.32	43.288806		
MA	1469	4	63.792	37.5235575		
MA	1473	9	217.9260305	84.481596		
MA	1475	4	58.2817705	35.768238		
MA	1501	22	248.0410865	114.3608535		
MA	1503	2	52.576	29.648124		
MA	1504	11	178.011491	88.912245		
MA	1505	3	76.32	32.988087		
MA	1506	2	22.372	2.879019		
MA	1507	8	103.968	34.473252		
MA	1510	14	301.563469	104.431167		
MA	1515	3	29.3291345	10.933725		
MA	1516	6	21.997656	13.5758535		
MA	1518	7	101.9267265	58.0077755		
MA	1519	1	16.96	9.5639115		
MA	1520	14	193.4335505	120.8965175		
MA	1521	2	113.632	90.354681		
MA	1522	2	15.4034125	4.970922		
MA	1524	11	283.681328	209.2280415		
MA	1527	17	582.2097705	323.231778		
MA	1529	1	16.96	9.5639115		
MA	1532	22	393.9822795	231.172723		
MA	1534	2	25.911823	21.5330775		
MA	1535	2	52.8933795	12.5733795		
MA	1536	11	152.5194555	52.538343		
MA	1537	3	33.6139475	15.7853685		
MA	1540	6	74.18391	33.2525325		
MA	1541	1	3.392	0.90222		
MA	1542	1	3.820377	3.820377		
MA	1543	8	65.7963245	17.4622305		
MA	1545	32	424.2423995	235.946203	1	2910.464
MA	1550	15	246.473239	113.0338235		
MA	1560	4	59.096	24.743466		
MA	1562	8	119.217768	63.60044		
MA	1564	7	48.0496845	17.3912145		
MA	1566	15	568.5861805	406.655036		
MA	1568	7	141.195932	52.236261		
MA	1569	12	182.904	82.5065505		
MA	1570	29	659.2814125	419.6154075		
MA	1571	11	149.6940025	74.9621565		
MA	1581	40	1015.059544	551.944481		
MA	1583	20	249.372736	130.3031235		
MA	1585	4	43.260481	24.2031405		
MA	1588	12	160.0219465	87.9976145		
MA	1590	3	58.44	48.134		
MA	1602	24	298.6105605	147.8647995		
MA	1603	32	524.4366825	267.7835415		
MA	1604	58	961.737044	502.1698035		
MA	1605	23	274.428875	133.714233		
MA	1606	14	171.981168	108.035072		
MA	1607	17	343.122644	225.875441		
MA	1608	29	449.897548	230.2867255		
MA	1609	38	418.112758	188.48874		
MA	1610	19	307.1902705	197.5311685		
MA	1611	2	30.528	17.215011		
MA	1612	3	48.656	24.5422155		
MA	1701	58	1480.428166	997.7020565		
MA	1702	43	839.1287035	533.330883		
MA	1719	1	10.176	6.765759		
MA	1720	37	624.767294	320.3719175		
MA	1721	14	238.2311715	102.32343		
MA	1730	20	288.827036	162.630503		
MA	1731	1	11.872	1.5762285		
MA	1740	11	107.8232515	65.314161		
MA	1741	1	13.568	2.734446		
MA	1742	13	237.8008115	114.5326965		
MA	1746	12	278.222967	118.0559985		
MA	1747	5	128.038797	72.0500715		
MA	1748	17	271.817149	159.295889		
MA	1749	27	557.862815	323.840264		
MA	1752	62	1050.973548	702.168484		
MA	1754	24	368.675661	168.449144		
MA	1756	7	180.909046	127.036602		
MA	1757	33	756.057426	459.9233235		
MA	1760	54	742.787534	400.294901		
MA	1770	4	63.596	32.986998		
MA	1772	24	339.4053465	176.4566395		
MA	1775	4	62.752	27.3468525		
MA	1776	29	513.0311035	248.705107		
MA	1778	17	326.4226775	203.045683		
MA	1801	81	1461.073544	876.207697		
MA	1803	69	1190.109344	820.314662		
MA	1810	36	703.891851	379.4096725		
MA	1821	18	306.752217	114.064896		
MA	1824	39	516.794212	293.3962065		
MA	1826	31	437.8175895	203.207796		
MA	1827	1	11.872	1.57377		
MA	1830	29	525.3579855	309.3092545		
MA	1832	30	515.786039	238.1009565		
MA	1833	10	151.314089	64.282946		
MA	1834	7	126.076	59.8178955		
MA	1835	15	200.141854	99.3243285		
MA	1840	27	401.2627545	170.578587		
MA	1841	14	179.1960965	78.5952585		
MA	1843	25	334.218161	151.2189515		
MA	1844	50	1074.422832	574.647782		
MA	1845	37	660.7665455	363.402557		
MA	1850	8	90.504577	57.335731		
MA	1851	32	678.662198	397.091774		
MA	1852	52	748.1439755	453.129355		
MA	1854	25	391.6631	187.440153		
MA	1860	4	42.793115	14.106114		
MA	1862	18	239.8978475	159.507342		
MA	1863	6	65.9149205	35.2633215		
MA	1864	12	174.753149	97.0875345		
MA	1867	31	539.613301	331.939285		
MA	1876	38	707.921533	442.4503765		
MA	1879	14	203.6385645	100.619635		
MA	1880	49	734.6340595	393.5523955		
MA	1886	29	702.7534365	397.144981		
MA	1887	25	377.6021905	163.428553		
MA	1890	25	515.2452255	302.9305375		
MA	1901	31	484.2505815	296.3819635		
MA	1902	28	334.3858385	161.236041		
MA	1904	17	205.539427	86.045388		
MA	1905	39	566.514205	283.6948995		
MA	1906	71	1327.842534	648.765873		
MA	1907	29	468.282023	268.4060385		
MA	1908	4	82.038013	65.6767485		
MA	1913	25	356.258801	199.7177325		
MA	1915	76	1967.890529	851.220277		
MA	1921	9	152.030198	54.0812745		
MA	1922	2	27.136	17.160792		
MA	1923	57	1703.965433	1190.204285		
MA	1929	8	237.6618815	99.9892725		
MA	1930	48	731.9373135	420.244755		
MA	1938	13	199.536035	106.006692		
MA	1940	30	595.977642	422.8887025		
MA	1944	7	183.168	72.585777		
MA	1945	39	554.2689745	269.6847275		
MA	1949	15	379.131461	129.9716135		
MA	1950	34	516.275719	234.9471315		
MA	1951	1	16.96	4.9446705		
MA	1952	20	310.9942035	166.5536565		
MA	1960	74	1252.28433	755.869101		
MA	1965	2	9.588	2.305182		
MA	1966	12	196.9672475	86.744856		
MA	1969	7	101.383641	59.786232		
MA	1970	89	1677.9338	864.8304085		
MA	1982	4	49.636	8.530566		
MA	1983	7	131.24	46.692822		
MA	1984	3	53.028	15.200988		
MA	1985	1	2.076987	2.076987		
MA	2019	27	701.369719	351.686641		
MA	2021	30	649.815641	412.4621425		
MA	2025	15	172.7114945	80.7673105		
MA	2026	53	3092.839729	899.500466		
MA	2030	4	39.008	25.147707		
MA	2032	8	140.7074555	97.708001		
MA	2035	33	626.6720925	391.3302275		
MA	2038	33	687.3294375	441.246086		
MA	2043	36	990.071625	483.860902		
MA	2045	11	135.127085	94.7115345		
MA	2048	28	1355.982982	549.2831765		
MA	2050	23	433.41687	187.129998		
MA	2052	15	166.237238	83.1570465		
MA	2053	12	225.4707415	135.0898315		
MA	2054	6	112.952476	55.1972025		
MA	2056	5	52.343512	36.7822245		
MA	2061	15	242.6536775	139.0773615		
MA	2062	56	885.1613435	471.7692465		
MA	2066	23	307.6493315	164.122233		
MA	2067	16	180.393806	95.728275		
MA	2072	35	649.133095	374.469418		
MA	2081	27	381.04988	212.059565		
MA	2090	18	301.5569875	187.318243		
MA	2093	11	242.094412	84.965958		
MA	2108	49	9691.82277	7700.417506		
MA	2109	38	834.144099	571.736697		
MA	2110	50	744.8522185	478.870157		
MA	2111	85	1525.30352	960.943365		
MA	2113	49	856.637674	536.025562		
MA	2114	46	654.403226	398.4503135		
MA	2115	71	1107.69725	624.430566		
MA	2116	91	1847.800689	1166.25173		
MA	2118	68	1808.827042	1104.263103	1	24825.32
MA	2119	23	417.1258715	282.6169845		
MA	2120	19	264.29419	114.943801		
MA	2121	19	244.344	122.6846785		
MA	2122	35	636.2292055	435.850463		
MA	2124	42	604.0571495	328.5737035		
MA	2125	27	359.32532	201.5744145		
MA	2126	18	223.901534	112.851139		
MA	2127	43	706.563824	371.749619		
MA	2128	70	1072.442664	590.3036305		
MA	2129	23	429.6696805	184.753363		
MA	2130	53	839.603887	570.529142		
MA	2131	39	709.494921	478.318558		
MA	2132	30	538.728686	316.027026		
MA	2134	68	898.7839905	519.934623		
MA	2135	63	845.987088	565.832413		
MA	2136	27	379.364184	181.3775095		
MA	2138	86	1602.653343	836.839153		
MA	2139	73	1560.184323	778.5227285		
MA	2140	30	468.7149565	270.7475985		
MA	2141	30	522.9338555	296.657163		
MA	2142	28	520.464066	302.9800405		
MA	2143	42	619.902835	347.1962735		
MA	2144	48	655.14797	284.3917105		
MA	2145	34	552.5676945	306.2688595		
MA	2148	81	1146.530933	585.7305905		
MA	2149	64	944.228604	453.874552		
MA	2150	49	651.8840955	332.578939		
MA	2151	67	1067.259041	674.465607		
MA	2152	28	357.685243	211.24004		
MA	2155	85	1275.370428	788.057222		
MA	2163	1	11.872	8.1145515		
MA	2169	98	3250.215183	718.785022		
MA	2170	25	295.881116	154.542016		
MA	2171	38	525.8429035	261.314049		
MA	2176	26	361.236927	209.333536		
MA	2180	28	451.800828	221.400375		
MA	2184	63	1155.899337	863.6399585		
MA	2186	14	175.809114	55.6759665		
MA	2188	11	158.7092855	81.720144		
MA	2189	15	264.568983	162.498334		
MA	2190	20	254.442664	134.799306		
MA	2191	6	89.4434555	18.4737465		
MA	2199	4	101.76	64.010727		
MA	2203	1	2.5989315	2.5989315		
MA	2205	1	1.4395095	1.4395095		
MA	2210	67	3047.840438	1329.227343		
MA	2215	73	1319.253635	821.3717855		
MA	2301	73	1157.08316	614.364195		
MA	2302	14	270.317526	116.589891		
MA	2322	5	70.96	37.1966925		
MA	2324	28	493.7165855	290.277766		
MA	2330	8	124.2074555	31.238493		
MA	2331	1	13.5	8.978343		
MA	2332	16	197.887568	99.3969405		
MA	2333	16	209.956	68.3269845		
MA	2334	1				
MA	2338	6	146.209806	88.625328		
MA	2339	17	320.084431	176.5995		
MA	2341	7	102.9815565	58.5405975		
MA	2343	15	213.305702	125.880453		
MA	2345	1	3.6017025	3.6017025		
MA	2346	20	395.5204215	211.6806615		
MA	2347	11	163.429133	83.2230765		
MA	2351	27	579.812356	324.877879		
MA	2356	14	163.8603635	81.57299		
MA	2359	21	416.270701	251.389692		
MA	2360	95	1937.337582	1011.083053		
MA	2364	14	169.102427	97.561546		
MA	2368	40	1363.497137	951.23312		
MA	2370	26	508.476499	339.4212855		
MA	2375	16	221.9106385	141.169121		
MA	2379	8	375.064	285.247084		
MA	2382	18	249.332907	114.4210135		
MA	2420	32	539.596609	280.8546135		
MA	2421	14	212.140908	132.2884305		
MA	2445	39	622.3079775	387.4612655		
MA	2446	58	903.2922685	474.6359465		
MA	2451	41	1803.064562	1291.548462		
MA	2452	18	326.3476285	156.156205		
MA	2453	37	577.7608065	312.9756465		
MA	2458	19	181.1031935	86.688303		
MA	2459	34	587.8554	346.1912335		
MA	2460	22	406.548447	291.2196755		
MA	2461	22	373.8902215	184.3078875		
MA	2462	3	30.0364145	17.0424375		
MA	2464	13	261.880173	178.982146		
MA	2465	18	193.1502175	111.813603		
MA	2466	7	106.6061325	53.8088265		
MA	2467	31	964.7911725	653.0016855		
MA	2468	2	37.372	12.7155765		
MA	2472	54	770.6565425	430.123314		
MA	2474	31	438.1386255	213.83771		
MA	2476	23	356.9769015	148.541983		
MA	2478	35	515.4339015	294.2156265		
MA	2481	26	372.216661	183.0295175		
MA	2482	15	277.030515	188.5576765		
MA	2492	18	271.950738	138.447886		
MA	2493	10	174.6400775	126.3466215		
MA	2494	18	226.476132	106.2176725		
MA	2532	11	299.1258905	237.319942		
MA	2535	2	97.0392185	51.3227385		
MA	2536	22	265.6812515	175.613049		
MA	2537	9	208.9773545	187.786011		
MA	2538	11	202.331395	130.394079		
MA	2539	19	397.5142735	177.034179		
MA	2540	26	630.044773	420.2791675		
MA	2541	1	10.176	0.14949		
MA	2543	8	251.570805	120.7577895		
MA	2554	49	1553.762027	610.471561		
MA	2556	2	23.744	3.964818		
MA	2557	6	31.048	11.0007225		
MA	2558	1	10.176	3.6238455		
MA	2559	7	95.4825085	52.307248		
MA	2562	1	11.872	9.66		
MA	2563	28	512.2634135	373.837317		
MA	2568	15	401.3476605	262.264705		
MA	2571	21	536.6076425	356.821551		
MA	2575	3	8.3676615	2.941956		
MA	2576	3	135.68	52.788516		
MA	2601	63	1274.969261	753.6978075		
MA	2630	1	26.256252	26.256252		
MA	2631	4	81.839354	46.2848065		
MA	2632	7	116.2222325	81.1159095		
MA	2633	18	260.160767	143.1917895		
MA	2635	5	85.872252	53.162864		
MA	2638	4	22.081029	15.702279		
MA	2639	15	582.6196835	302.439012		
MA	2641	2	105.025008	105.025008		
MA	2642	5	137.828	56.285931		
MA	2644	4	73.3451335	55.395996		
MA	2645	14	196.849558	121.882316		
MA	2646	5	55.9809185	41.158057		
MA	2647	1	3.392	1.204995		
MA	2648	7	107.428	49.877826		
MA	2649	29	472.441247	324.3428735		
MA	2650	1	22.048	17.94		
MA	2651	1	14.7691335	11.223		
MA	2652	1	1.3024275	1.3024275		
MA	2653	13	285.9873255	220.687941		
MA	2655	7	268.747548	120.801835		
MA	2657	28	373.758108	247.924852		
MA	2659	2	44.096	26.03637		
MA	2660	6	55.566664	38.11772		
MA	2664	18	353.5625665	198.1057375		
MA	2666	1	23.744	19.32		
MA	2667	7	100.064	36.184026		
MA	2668	6	107.1009525	46.0506615		
MA	2669	3	45.792	37.26		
MA	2670	7	73.544065	33.8778045		
MA	2671	2	30.528	17.903952		
MA	2673	18	489.391721	213.39592		
MA	2675	12	171.191341	108.1004165		
MA	2702	4	58.9369105	44.934285		
MA	2703	38	680.1843405	382.602439		
MA	2715	1	13.5	5.266074		
MA	2717	2	27.068	10.6373355		
MA	2718	2	25.764	5.6284965		
MA	2719	25	440.53024	236.873158		
MA	2720	29	441.0188775	224.9396435		
MA	2721	31	361.8133595	206.573026		
MA	2723	13	152.8058155	85.33767		
MA	2724	12	244.1632075	157.488243		
MA	2725	2	80.446481	64.426758		
MA	2726	21	282.952	115.7160015		
MA	2738	4	91.124	46.062423		
MA	2739	2	15.8877	9.482682		
MA	2740	30	559.5358765	281.6656445		
MA	2743	6	72.528	30.5550795		
MA	2744	11	157.8881485	66.5584005		
MA	2745	22	273.878836	140.507938		
MA	2746	29	362.916331	170.069295		
MA	2747	33	695.8576415	391.604764		
MA	2748	12	188.0012225	79.762189		
MA	2760	37	1027.466667	654.911486		
MA	2762	14	245.4763525	144.434794		
MA	2763	2	13.372	2.6865095		
MA	2764	2	35.616	18.9007995		
MA	2766	12	191.5795095	84.8314665		
MA	2767	20	298.853061	181.0477655		
MA	2769	15	171.6070085	83.478219		
MA	2770	2	37.312	13.8879675		
MA	2771	32	1019.899294	421.0537105		
MA	2777	15	810.4075	303.819417		
MA	2779	6	75.6292065	31.851402		
MA	2780	46	659.680242	342.1370775		
MA	2790	15	421.0534205	210.622074		
RI	2804	2	35.744	19.0587375		
RI	2806	26	368.7558715	174.602275		
RI	2807	6	122.956	53.014599		
RI	2809	24	462.9011015	240.1974235		
RI	2812	2	14.667098	10.122519		
RI	2813	8	92.6619975	44.5041135		
RI	2814	4	26.328282	16.4216745		
RI	2815	1	16.96	4.1293395		
RI	2816	35	622.6487855	377.678312		
RI	2817	5	92.88	44.0067045		
RI	2818	46	931.3559505	373.0969485		
RI	2822	7	214.78	126.972417		
RI	2824	2	123.0864185	54.7864185		
RI	2825	5	67.568	39.7271655		
RI	2826	1	50.88	16.823664		
RI	2827	1	5.76609	5.76609		
RI	2828	8	121.9731555	48.5409375		
RI	2830	5	98.2210095	55.895136		
RI	2835	5	81.408	41.1723015		
RI	2837	8	129.5005035	97.845291		
RI	2838	2	37.2977415	24.269586		
RI	2840	67	1741.894774	1064.011957		
RI	2842	35	618.1005855	386.080777		
RI	2852	33	785.047765	468.6736885		
RI	2857	6	63.8433585	27.447354		
RI	2859	7	83.70911	41.88893		
RI	2860	50	670.04711	316.5234495		
RI	2861	22	342.9969165	203.009968		
RI	2863	21	208.645512	76.624383		
RI	2864	36	480.124663	218.222627		
RI	2865	26	269.928669	142.094304		
RI	2871	23	269.6246435	173.4621065		
RI	2874	5	86.164	41.9591865		
RI	2875	1	30	9.735		
RI	2876	1	66.144	53.82		
RI	2877	1	8.48	3.465		
RI	2878	14	203.6084425	111.3782175		
RI	2879	39	803.07475	430.787148		
RI	2881	12	149.007527	108.914418		
RI	2882	32	627.5081825	366.3810705		
RI	2883	1	22.048	14.6630715		
RI	2885	28	532.753845	305.834295		
RI	2886	65	1471.293085	910.3632595		
RI	2888	29	497.6228815	216.2178615		
RI	2889	33	676.4892455	259.838225		
RI	2891	60	981.226598	568.6302635		
RI	2892	5	43.636	25.9671885		
RI	2893	37	470.643808	203.139981		
RI	2895	54	755.07969	396.447014		
RI	2896	8	194.5704355	83.2199485		
RI	2898	4	64.355361	34.6289625		
RI	2903	114	2707.420262	1376.265452		
RI	2904	51	943.318018	457.116764		
RI	2905	27	336.4101335	166.5310815		
RI	2906	61	1106.10773	515.1334235		
RI	2907	25	416.75105	219.119341	1	5150.829
RI	2908	40	537.9252235	252.46919		
RI	2909	49	614.151121	289.1484215		
RI	2910	41	642.4137945	342.352983		
RI	2911	19	278.5806635	142.004228		
RI	2914	26	438.6901335	214.2461535		
RI	2915	13	187.334	85.135017		
RI	2916	12	270.6501965	177.485103		
RI	2917	25	318.7125585	185.00454		
RI	2918	1	39.008	31.74		
RI	2919	55	827.9688305	438.5182225		
RI	2920	60	1619.649834	813.65207		
RI	2921	16	154.4495045	70.779918		
NH	3031	12	341.266552	209.8563135		
NH	3032	3	27.068	11.130702		
NH	3033	4	57.182534	34.357323		
NH	3034	2	20.516577	16.5497475		
NH	3036	2	19.5	7.5768825		
NH	3037	4	82.772	49.40661		
NH	3038	41	535.940865	320.404908		
NH	3042	9	193.569977	79.3389795		
NH	3043	1	4.7702985	4.7702985		
NH	3044	1	16.96	2.851926		
NH	3045	14	149.438998	68.242615		
NH	3046	2	22.372	2.879019		
NH	3047	2	27.264	16.219005		
NH	3048	3	29.676	9.455787		
NH	3049	6	85.6097065	60.953418		
NH	3051	24	460.221253	231.906485		
NH	3052	6	118.614408	64.40742		
NH	3053	23	330.803103	191.1938955		
NH	3054	31	541.8543685	267.092019		
NH	3055	22	324.700924	157.071222		
NH	3057	1	15.264	3.870339		
NH	3060	46	854.539104	457.019833		
NH	3062	13	251.376013	169.6163865		
NH	3063	23	418.915908	222.3377985		
NH	3064	10	165.4441	90.0916995		
NH	3070	2	32.224	5.8444155		
NH	3071	5	52.069504	20.985591		
NH	3076	11	122.1618915	35.5210515		
NH	3077	10	170.407372	83.599044		
NH	3079	45	776.5695255	346.9194795		
NH	3086	1	23.744	13.3568325		
NH	3087	9	122.03605	63.89124		
NH	3101	42	612.8099765	259.6132155		
NH	3102	42	923.697343	479.4292845		
NH	3103	44	535.6872185	290.1065905		
NH	3104	23	522.764729	362.709177		
NH	3105	1	5.088	0.933504		
NH	3106	17	409.746925	180.1346305		
NH	3109	7	71.019843	36.58604	1	4586.393
NH	3110	34	536.9694195	311.960776		
NH	3216	3	39.2194555	27.6234555		
NH	3217	3	71.3576685	62.817909		
NH	3220	7	103.5607415	62.8423455		
NH	3221	1	11.872	1.91598		
NH	3222	4	44.886432	32.8281855		
NH	3223	4	70.772	48.447366		
NH	3225	1	3.392	0.9892905		
NH	3226	2	21.639429	14.381235		
NH	3227	2	38.94	16.3556415		
NH	3229	4	114.408	66.93456		
NH	3234	5	54.650982	29.98512		
NH	3235	6	53.758893	22.4526225		
NH	3237	1	9	2.0143365		
NH	3242	6	97.090867	41.4664305		
NH	3244	5	248.708	190.15983		
NH	3245	1	22.048	14.6468685		
NH	3246	25	515.707359	338.81265		
NH	3247	1	1.9264575	1.9264575		
NH	3249	5	94.976	61.0087665		
NH	3251	4	102.7741515	90.080011		
NH	3253	10	280.402022	152.168709		
NH	3254	5	105.8	61.596353		
NH	3256	2	40.704	20.8830435		
NH	3257	5	83.9377015	32.5909485		
NH	3258	5	74.9138645	53.8035615		
NH	3261	5	62.515846	37.625544		
NH	3262	2	15.8132725	9.7162725		
NH	3263	3	59.36	33.0634755		
NH	3264	8	117.8954095	48.9098115		
NH	3266	3	32.101671	21.853953		
NH	3269	1	12	9.4948095		
NH	3275	10	116.163987	43.552377		
NH	3276	21	359.607673	223.427495		
NH	3278	2	28.832	5.4626715		
NH	3280	1	1.5	0.591228		
NH	3281	1	13.5	8.586534		
NH	3285	1	10.176	1.5367275		
NH	3287	1	7.5	4.921653		
NH	3301	66	1189.176017	544.0320475		
NH	3303	6	63.612205	29.8192125		
NH	3304	3	47.872	19.018296		
NH	3307	7	91.0997845	31.166718		
NH	3431	33	426.3920325	219.0776745		
NH	3435	1	45	37.41		
NH	3440	3	61.96	18.9584835		
NH	3442	1	23.8514925	23.8514925		
NH	3445	1	11.872	1.6791555		
NH	3446	5	69.4	36.501861		
NH	3447	3	26.744	16.1293525		
NH	3448	1	10.5	1.4883		
NH	3450	1	10.176	1.4387505		
NH	3452	8	77.291398	36.100878		
NH	3455	2	20.352	6.5391645		
NH	3457	1	20.352	11.687445		
NH	3458	15	194.6304535	78.674508		
NH	3461	5	88.96	40.59532		
NH	3462	1	1.512786	1.512786		
NH	3465	1	13.5	2.107578		
NH	3467	4	58.832	32.853909		
NH	3470	2	16.5	3.2974095		
NH	3561	13	172.6006465	106.171362		
NH	3570	9	89.934584	33.012111		
NH	3574	1	12	9.013455		
NH	3576	5	80.029758	19.5321225		
NH	3580	3	23.025291	7.7170665		
NH	3581	6	103.589655	53.609358		
NH	3584	6	41.856196	20.1678345		
NH	3585	1	18.656	12.393513		
NH	3592	1	10.5	2.3095875		
NH	3593	1	10.176	1.416492		
NH	3595	3	33	9.3410295		
NH	3598	4	45.506395	11.1376155		
NH	3602	1	16.96	3.4622115		
NH	3603	5	57.4	15.832773		
NH	3608	3	70.048	38.456682		
NH	3609	1	30.528	19.5659475		
NH	3741	4	51.204	22.456467		
NH	3743	9	160.6925215	75.981411		
NH	3745	1	15.264	8.8167255		
NH	3748	1	10.5	4.455		
NH	3750	1	16.96	11.266827		
NH	3755	10	185.927823	112.9810935		
NH	3766	9	192.0061515	121.393734		
NH	3768	1	15.264	3.0897735		
NH	3773	6	77.948	24.013968		
NH	3777	3	28.832	14.207193		
NH	3779	1	0.6576735	0.6576735		
NH	3781	3	45.792	14.0405595		
NH	3782	2	30.2149155	24.490917		
NH	3784	11	159.0205415	69.7634405		
NH	3785	5	47.572335	17.3627025		
NH	3801	93	4131.594879	1389.326113		
NH	3809	3	37.312	17.543229		
NH	3810	1	11.872	1.5834555		
NH	3811	2	32.005779	26.8489155		
NH	3812	1	5.9654595	5.9654595		
NH	3813	3	25.3274555	5.888751		
NH	3814	3	43.522	16.615005		
NH	3818	3	24.656	14.2950885		
NH	3819	1	25.44	4.8988995		
NH	3820	56	1101.424959	640.734663		
NH	3824	15	201.1908285	97.478376		
NH	3825	6	64.425212	19.7626935		
NH	3826	1	12	2.9601825		
NH	3827	3	32.548	4.820343		
NH	3830	1	13.568	3.139257		
NH	3833	26	319.2081925	166.984068		
NH	3835	3	46.836873	32.313297		
NH	3836	1	20.352	4.4205315		
NH	3838	1	1.818927	1.818927		
NH	3839	3	133.516	105.067091		
NH	3840	3	66.46	39.568089		
NH	3841	5	28.570146	23.697531		
NH	3842	38	704.903115	434.3516705		
NH	3843	1	66	49.649325		
NH	3844	4	28.9716765	16.04757		
NH	3845	2	24.068	16.5914265		
NH	3848	5	45.363899	12.147663		
NH	3851	1	8.48	1.5743475		
NH	3853	1	13.568	1.5834555		
NH	3854	1	12	2.282907		
NH	3857	13	153.024657	62.4741315		
NH	3858	3	47.94	26.105607		
NH	3859	1	18.656	4.386657		
NH	3860	18	279.143626	163.8264925		
NH	3861	6	89.4955095	45.1837155		
NH	3862	9	157.139027	102.909048		
NH	3864	5	46.244	21.2072685		
NH	3865	10	248.5229845	179.2312005		
NH	3867	17	264.695885	141.6563835		
NH	3868	9	117.051915	45.5349015		
NH	3869	1	18.35889	18.35889		
NH	3870	5	61.01192	33.559449		
NH	3871	1	58.642551	16.56		
NH	3872	4	44.3543195	33.6187665		
NH	3873	1	25.44	16.549764		
NH	3874	20	509.0871635	384.7691985		
NH	3875	1	17.73948	17.73948		
NH	3878	12	223.451796	102.488562		
NH	3882	1	11.872	1.4395095		
NH	3884	2	22.372	2.879019		
NH	3885	8	96.499691	68.084016		
NH	3890	1	52.165047	52.165047		
NH	3894	12	254.8909045	127.7445635		
ME	3901	12	137.7557205	86.824206		
